student_id,school_id,year_level,gender,enrolment_date,status
STU003527,SCH034,12,Male,2020-07-18,Active
STU007929,SCH010,12,Female,2023-03-06,Active
STU000763,SCH010,11,Male,2021-06-07,Active
STU000544,SCH006,2,Male,2023-10-17,Active
STU000355,SCH038,6,Female,2022-10-10,Active
STU009849,SCH031,7,Male,2022-10-16,Active
STU000364,SCH039,3,Male,2020-02-13,Active
STU001242,SCH018,1,Female,2021-06-18,Active
STU000680,SCH037,2,Male,2021-05-15,Active
STU008065,SCH025,6,Female,2018-04-27,Active
STU007425,SCH014,2,Male,2019-01-20,Active
STU003121,SCH036,1,Female,2019-02-13,Active
STU003152,SCH029,9,Female,2022-09-06,Active
STU006058,SCH018,2,Male,2021-12-05,Active
STU000239,SCH031,12,Male,2018-04-26,Active
STU002503,SCH021,6,Female,2019-10-27,Active
STU003485,SCH021,10,Non-specified,2023-09-18,Active
STU002588,SCH029,7,Female,2020-06-26,Active
STU006386,SCH010,1,Male,2019-09-04,Left
STU009096,SCH021,2,Female,2021-09-12,Left
STU003334,SCH036,1,Male,2022-03-07,Left
STU007403,SCH036,3,Female,2018-03-03,Left
STU004726,SCH047,5,Male,2020-10-13,Left
STU006197,SCH019,0,Male,2023-09-28,Left
STU007125,SCH044,10,Male,2022-06-09,Left
STU008286,SCH044,10,Male,2022-12-02,Left
STU002020,SCH037,1,Female,2021-12-06,Left
STU001890,SCH016,6,Male,2023-11-14,Left
STU010101,SCH029,7,Female,2024-06-01,Active
STU010102,SCH043,7,Female,2024-06-01,Active
STU010103,SCH022,12,Male,2024-06-01,Active
STU010104,SCH031,7,Male,2024-06-01,Active
STU010105,SCH013,4,Female,2024-06-01,Active
STU010106,SCH023,9,Female,2024-06-01,Active
STU010107,SCH019,0,Female,2024-06-01,Active
STU010108,SCH043,7,Male,2024-06-01,Active
STU010109,SCH005,0,Female,2024-06-01,Active
STU010110,SCH026,0,Male,2024-06-01,Active
STU010111,SCH043,8,Male,2024-06-01,Active
STU010112,SCH017,11,Male,2024-06-01,Active
STU010113,SCH039,6,Female,2024-06-01,Active
STU010114,SCH030,0,Male,2024-06-01,Active
STU010115,SCH007,4,Female,2024-06-01,Active
STU010116,SCH046,5,Female,2024-06-01,Active
STU010117,SCH032,9,Female,2024-06-01,Active
STU010118,SCH023,8,Male,2024-06-01,Active
STU010119,SCH010,11,Male,2024-06-01,Active
STU010120,SCH014,0,Female,2024-06-01,Active
STU010121,SCH026,4,Male,2024-06-01,Active
STU010122,SCH044,7,Female,2024-06-01,Active
STU010123,SCH018,0,Male,2024-06-01,Active
STU010124,SCH049,11,Female,2024-06-01,Active
STU010125,SCH010,0,Male,2024-06-01,Active
