attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202510000001,STU000001,SCH010,2025-10-01,18,16,Medical
ATT202510000002,STU000002,SCH021,2025-10-01,20,17,Illness
ATT202510000003,STU000003,SCH002,2025-10-01,22,18,Medical
ATT202510000004,STU000004,SCH040,2025-10-01,18,17,Family
ATT202510000005,STU000005,SCH043,2025-10-01,21,17,Illness
ATT202510000006,STU000006,SCH047,2025-10-01,18,16,Unauthorised
ATT202510000007,STU000007,SCH031,2025-10-01,22,21,Illness
ATT202510000009,STU000009,SCH001,2025-10-01,22,19,Family
ATT202510000010,STU000010,SCH043,2025-10-01,18,16,Illness
ATT202510000011,STU000011,SCH023,2025-10-01,22,19,Family
ATT202510000012,STU000012,SCH020,2025-10-01,18,15,Medical
ATT202510000013,STU000013,SCH045,2025-10-01,18,17,Medical
ATT202510000014,STU000014,SCH029,2025-10-01,18,17,Other
ATT202510000015,STU000015,SCH006,2025-10-01,18,18,
ATT202510000016,STU000016,SCH005,2025-10-01,22,21,Unauthorised
ATT202510000017,STU000017,SCH021,2025-10-01,18,14,Illness
ATT202510000018,STU000018,SCH008,2025-10-01,20,19,Family
ATT202510000019,STU000019,SCH005,2025-10-01,19,18,Unauthorised
ATT202510000020,STU000020,SCH031,2025-10-01,19,17,Other
ATT202510000022,STU000022,SCH041,2025-10-01,18,17,Family
ATT202510000023,STU000023,SCH027,2025-10-01,20,18,Unauthorised
ATT202510000024,STU000024,SCH032,2025-10-01,20,18,Family
ATT202510000025,STU000025,SCH020,2025-10-01,20,17,Medical
ATT202510000026,STU000026,SCH036,2025-10-01,21,20,Family
ATT202510000027,STU000027,SCH023,2025-10-01,19,19,
ATT202510000028,STU000028,SCH005,2025-10-01,21,20,Medical
ATT202510000030,STU000030,SCH028,2025-10-01,21,19,Illness
ATT202510000031,STU000031,SCH021,2025-10-01,22,20,Family
ATT202510000032,STU000032,SCH014,2025-10-01,21,19,Family
ATT202510000033,STU000033,SCH040,2025-10-01,18,18,
ATT202510000034,STU000034,SCH009,2025-10-01,20,18,Family
ATT202510000035,STU000035,SCH014,2025-10-01,19,18,Family
ATT202510000036,STU000036,SCH029,2025-10-01,22,20,Medical
ATT202510000037,STU000037,SCH036,2025-10-01,20,18,Other
ATT202510000038,STU000038,SCH008,2025-10-01,19,17,Other
ATT202510000039,STU000039,SCH014,2025-10-01,22,20,Medical
ATT202510000040,STU000040,SCH008,2025-10-01,21,19,Unauthorised
ATT202510000041,STU000041,SCH013,2025-10-01,20,19,Other
ATT202510000043,STU000043,SCH038,2025-10-01,20,19,Unauthorised
ATT202510000045,STU000045,SCH009,2025-10-01,18,16,Medical
ATT202510000046,STU000046,SCH045,2025-10-01,21,19,Other
ATT202510000047,STU000047,SCH029,2025-10-01,20,18,Family
ATT202510000049,STU000049,SCH037,2025-10-01,20,18,Medical
ATT202510000050,STU000050,SCH027,2025-10-01,19,18,Family
ATT202510000051,STU000051,SCH017,2025-10-01,22,18,Other
ATT202510000052,STU000052,SCH005,2025-10-01,19,18,Family
ATT202510000053,STU000053,SCH043,2025-10-01,22,18,Medical
ATT202510000054,STU000054,SCH045,2025-10-01,22,20,Family
ATT202510000055,STU000055,SCH030,2025-10-01,18,16,Other
ATT202510000056,STU000056,SCH048,2025-10-01,20,20,
ATT202510000057,STU000057,SCH021,2025-10-01,19,18,Other
ATT202510000058,STU000058,SCH002,2025-10-01,19,15,Illness
ATT202510000059,STU000059,SCH034,2025-10-01,18,17,Unauthorised
ATT202510000060,STU000060,SCH012,2025-10-01,21,19,Medical
ATT202510000061,STU000061,SCH009,2025-10-01,20,18,Medical
ATT202510000062,STU000062,SCH018,2025-10-01,21,19,Other
ATT202510000064,STU000064,SCH029,2025-10-01,19,17,Other
ATT202510000065,STU000065,SCH027,2025-10-01,19,18,Unauthorised
ATT202510000066,STU000066,SCH010,2025-10-01,18,16,Unauthorised
ATT202510000068,STU000068,SCH010,2025-10-01,18,17,Family
ATT202510000070,STU000070,SCH047,2025-10-01,20,19,Family
ATT202510000071,STU000071,SCH005,2025-10-01,22,21,Unauthorised
ATT202510000072,STU000072,SCH001,2025-10-01,18,16,Illness
ATT202510000074,STU000074,SCH004,2025-10-01,19,16,Other
ATT202510000075,STU000075,SCH025,2025-10-01,22,20,Family
ATT202510000076,STU000076,SCH045,2025-10-01,21,19,Other
ATT202510000077,STU000077,SCH045,2025-10-01,18,15,Illness
ATT202510000079,STU000079,SCH004,2025-10-01,19,18,Family
ATT202510000080,STU000080,SCH019,2025-10-01,19,18,Unauthorised
ATT202510000081,STU000081,SCH021,2025-10-01,19,17,Medical
ATT202510000082,STU000082,SCH016,2025-10-01,20,19,Family
ATT202510000083,STU000083,SCH038,2025-10-01,20,18,Illness
ATT202510000084,STU000084,SCH003,2025-10-01,19,17,Illness
ATT202510000085,STU000085,SCH013,2025-10-01,21,20,Medical
ATT202510000086,STU000086,SCH035,2025-10-01,19,17,Medical
ATT202510000087,STU000087,SCH041,2025-10-01,18,16,Family
ATT202510000088,STU000088,SCH049,2025-10-01,20,19,Family
ATT202510000089,STU000089,SCH043,2025-10-01,22,20,Illness
ATT202510000090,STU000090,SCH008,2025-10-01,22,21,Medical
ATT202510000091,STU000091,SCH042,2025-10-01,20,16,Medical
ATT202510000092,STU000092,SCH008,2025-10-01,19,18,Illness
ATT202510000093,STU000093,SCH048,2025-10-01,18,16,Family
ATT202510000094,STU000094,SCH006,2025-10-01,19,17,Family
ATT202510000095,STU000095,SCH012,2025-10-01,22,19,Family
ATT202510000096,STU000096,SCH017,2025-10-01,20,18,Family
ATT202510000097,STU000097,SCH022,2025-10-01,19,15,Family
ATT202510000098,STU000098,SCH046,2025-10-01,20,18,Illness
ATT202510000102,STU000102,SCH037,2025-10-01,20,19,Unauthorised
ATT202510000103,STU000103,SCH006,2025-10-01,21,20,Family
ATT202510000104,STU000104,SCH019,2025-10-01,20,19,Family
ATT202510000106,STU000106,SCH046,2025-10-01,21,20,Illness
ATT202510000107,STU000107,SCH016,2025-10-01,20,19,Other
ATT202510000108,STU000108,SCH045,2025-10-01,22,18,Other
ATT202510000109,STU000109,SCH008,2025-10-01,21,19,Medical
ATT202510000110,STU000110,SCH019,2025-10-01,22,20,Family
ATT202510000112,STU000112,SCH036,2025-10-01,20,20,
ATT202510000114,STU000114,SCH046,2025-10-01,19,17,Other
ATT202510000115,STU000115,SCH029,2025-10-01,21,19,Medical
ATT202510000116,STU000116,SCH027,2025-10-01,21,20,Illness
ATT202510000117,STU000117,SCH047,2025-10-01,18,17,Other
ATT202510000118,STU000118,SCH012,2025-10-01,20,18,Other
ATT202510000119,STU000119,SCH040,2025-10-01,22,19,Unauthorised
ATT202510000121,STU000121,SCH002,2025-10-01,19,18,Family
ATT202510000122,STU000122,SCH039,2025-10-01,18,15,Illness
ATT202510000123,STU000123,SCH021,2025-10-01,21,19,Illness
ATT202510000124,STU000124,SCH010,2025-10-01,19,18,Medical
ATT202510000125,STU000125,SCH033,2025-10-01,20,18,Medical
ATT202510000126,STU000126,SCH026,2025-10-01,20,20,
ATT202510000127,STU000127,SCH012,2025-10-01,22,20,Medical
ATT202510000128,STU000128,SCH018,2025-10-01,19,17,Illness
ATT202510000129,STU000129,SCH012,2025-10-01,21,18,Other
ATT202510000130,STU000130,SCH032,2025-10-01,20,17,Other
ATT202510000131,STU000131,SCH030,2025-10-01,20,19,Illness
ATT202510000132,STU000132,SCH013,2025-10-01,19,17,Other
ATT202510000134,STU000134,SCH010,2025-10-01,20,18,Illness
ATT202510000135,STU000135,SCH027,2025-10-01,21,19,Medical
ATT202510000136,STU000136,SCH020,2025-10-01,19,19,
ATT202510000137,STU000137,SCH028,2025-10-01,19,17,Illness
ATT202510000138,STU000138,SCH025,2025-10-01,22,20,Unauthorised
ATT202510000139,STU000139,SCH029,2025-10-01,18,17,Illness
ATT202510000141,STU000141,SCH010,2025-10-01,19,17,Medical
ATT202510000142,STU000142,SCH009,2025-10-01,21,19,Unauthorised
ATT202510000143,STU000143,SCH023,2025-10-01,19,18,Medical
ATT202510000144,STU000144,SCH019,2025-10-01,20,19,Other
ATT202510000145,STU000145,SCH035,2025-10-01,18,16,Unauthorised
ATT202510000148,STU000148,SCH021,2025-10-01,19,17,Medical
ATT202510000149,STU000149,SCH015,2025-10-01,20,19,Other
ATT202510000150,STU000150,SCH022,2025-10-01,20,15,Illness
ATT202510000151,STU000151,SCH043,2025-10-01,18,16,Medical
ATT202510000152,STU000152,SCH011,2025-10-01,21,20,Medical
ATT202510000153,STU000153,SCH045,2025-10-01,18,16,Medical
ATT202510000154,STU000154,SCH006,2025-10-01,20,18,Medical
ATT202510000155,STU000155,SCH044,2025-10-01,20,18,Unauthorised
ATT202510000156,STU000156,SCH018,2025-10-01,19,17,Family
ATT202510000157,STU000157,SCH013,2025-10-01,19,17,Illness
ATT202510000158,STU000158,SCH033,2025-10-01,19,18,Medical
ATT202510000160,STU000160,SCH009,2025-10-01,20,18,Unauthorised
ATT202510000161,STU000161,SCH026,2025-10-01,18,16,Medical
ATT202510000162,STU000162,SCH027,2025-10-01,18,15,Unauthorised
ATT202510000164,STU000164,SCH018,2025-10-01,21,20,Unauthorised
ATT202510000165,STU000165,SCH045,2025-10-01,20,19,Family
ATT202510000166,STU000166,SCH047,2025-10-01,18,16,Other
ATT202510000167,STU000167,SCH033,2025-10-01,21,20,Family
ATT202510000169,STU000169,SCH007,2025-10-01,22,20,Medical
ATT202510000170,STU000170,SCH041,2025-10-01,21,19,Other
ATT202510000171,STU000171,SCH031,2025-10-01,22,21,Medical
ATT202510000172,STU000172,SCH023,2025-10-01,21,18,Family
ATT202510000173,STU000173,SCH006,2025-10-01,22,20,Other
ATT202510000174,STU000174,SCH001,2025-10-01,18,16,Other
ATT202510000175,STU000175,SCH021,2025-10-01,22,20,Illness
ATT202510000176,STU000176,SCH031,2025-10-01,19,17,Unauthorised
ATT202510000177,STU000177,SCH036,2025-10-01,21,19,Medical
ATT202510000178,STU000178,SCH022,2025-10-01,21,16,Medical
ATT202510000179,STU000179,SCH007,2025-10-01,22,20,Medical
ATT202510000180,STU000180,SCH048,2025-10-01,20,19,Other
ATT202510000182,STU000182,SCH034,2025-10-01,22,21,Illness
ATT202510000183,STU000183,SCH013,2025-10-01,21,21,
ATT202510000184,STU000184,SCH032,2025-10-01,21,20,Other
ATT202510000185,STU000185,SCH015,2025-10-01,22,20,Family
ATT202510000186,STU000186,SCH007,2025-10-01,22,19,Illness
ATT202510000187,STU000187,SCH020,2025-10-01,22,21,Family
ATT202510000189,STU000189,SCH040,2025-10-01,19,17,Other
ATT202510000190,STU000190,SCH008,2025-10-01,19,17,Family
ATT202510000191,STU000191,SCH008,2025-10-01,18,16,Other
ATT202510000192,STU000192,SCH018,2025-10-01,22,21,Unauthorised
ATT202510000193,STU000193,SCH031,2025-10-01,20,19,Other
ATT202510000196,STU000196,SCH005,2025-10-01,19,16,Other
ATT202510000197,STU000197,SCH027,2025-10-01,20,18,Medical
ATT202510000198,STU000198,SCH009,2025-10-01,18,17,Illness
ATT202510000201,STU000201,SCH030,2025-10-01,18,17,Family
ATT202510000202,STU000202,SCH003,2025-10-01,18,16,Illness
ATT202510000203,STU000203,SCH008,2025-10-01,22,20,Unauthorised
