student_id,school_id,year_level,gender,enrolment_date,status
STU005838,SCH027,7,Male,2018-01-14,Active
STU009554,SCH010,12,Male,2022-07-02,Active
STU004587,SCH025,6,Female,2020-11-10,Active
STU009177,SCH031,9,Female,2022-05-29,Active
STU005024,SCH002,12,Female,2022-11-25,Active
STU003212,SCH043,10,Male,2019-12-25,Active
STU010096,SCH009,8,Male,2024-05-01,Active
STU010038,SCH012,8,Male,2024-03-01,Active
STU009113,SCH043,9,Male,2019-06-02,Active
STU002416,SCH030,5,Female,2018-01-16,Active
STU005319,SCH011,2,Male,2023-08-06,Active
STU009535,SCH001,12,Male,2019-03-21,Active
STU010762,SCH004,0,Female,2025-03-01,Active
STU000289,SCH030,4,Male,2023-12-23,Active
STU010727,SCH030,1,Male,2025-02-01,Active
STU004392,SCH023,10,Male,2022-09-10,Active
STU008670,SCH018,1,Male,2020-02-29,Active
STU001482,SCH007,5,Male,2020-11-07,Active
STU007439,SCH018,2,Female,2023-09-08,Left
STU007450,SCH045,7,Female,2022-09-21,Left
STU003536,SCH045,9,Male,2020-12-27,Left
STU005757,SCH042,12,Female,2019-05-14,Left
STU008475,SCH018,5,Male,2020-06-30,Left
STU007837,SCH013,4,Male,2022-08-18,Left
STU005888,SCH034,12,Female,2022-02-23,Left
STU010604,SCH032,7,Female,2025-01-01,Left
STU001577,SCH046,9,Male,2018-04-20,Left
STU001048,SCH002,11,Male,2020-01-20,Left
STU010926,SCH015,2,Female,2025-10-01,Active
STU010927,SCH049,11,Male,2025-10-01,Active
STU010928,SCH025,5,Female,2025-10-01,Active
STU010929,SCH006,0,Male,2025-10-01,Active
STU010930,SCH014,0,Male,2025-10-01,Active
STU010931,SCH046,8,Female,2025-10-01,Active
STU010932,SCH018,0,Male,2025-10-01,Active
STU010933,SCH009,7,Male,2025-10-01,Active
STU010934,SCH009,10,Female,2025-10-01,Active
STU010935,SCH011,0,Female,2025-10-01,Active
STU010936,SCH039,0,Male,2025-10-01,Active
STU010937,SCH015,0,Male,2025-10-01,Active
STU010938,SCH009,8,Male,2025-10-01,Active
STU010939,SCH009,9,Female,2025-10-01,Active
STU010940,SCH025,0,Male,2025-10-01,Active
STU010941,SCH010,8,Female,2025-10-01,Active
STU010942,SCH012,8,Female,2025-10-01,Active
STU010943,SCH029,9,Male,2025-10-01,Active
STU010944,SCH017,11,Male,2025-10-01,Active
STU010945,SCH031,0,Male,2025-10-01,Active
STU010946,SCH045,8,Male,2025-10-01,Active
STU010947,SCH003,1,Male,2025-10-01,Active
STU010948,SCH008,5,Male,2025-10-01,Active
STU010949,SCH003,0,Male,2025-10-01,Active
STU010950,SCH029,10,Female,2025-10-01,Active
