attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202507000001,STU000001,SCH010,2025-07-01,14,12,Unauthorised
ATT202507000002,STU000002,SCH021,2025-07-01,15,12,Other
ATT202507000003,STU000003,SCH002,2025-07-01,18,15,Unauthorised
ATT202507000004,STU000004,SCH040,2025-07-01,14,12,Family
ATT202507000005,STU000005,SCH043,2025-07-01,14,11,Unauthorised
ATT202507000006,STU000006,SCH047,2025-07-01,15,14,Medical
ATT202507000007,STU000007,SCH031,2025-07-01,15,13,Unauthorised
ATT202507000009,STU000009,SCH001,2025-07-01,15,12,Illness
ATT202507000010,STU000010,SCH043,2025-07-01,16,13,Unauthorised
ATT202507000011,STU000011,SCH023,2025-07-01,18,14,Illness
ATT202507000012,STU000012,SCH020,2025-07-01,17,13,Unauthorised
ATT202507000013,STU000013,SCH045,2025-07-01,18,16,Unauthorised
ATT202507000014,STU000014,SCH029,2025-07-01,18,16,Unauthorised
ATT202507000015,STU000015,SCH006,2025-07-01,15,14,Other
ATT202507000016,STU000016,SCH005,2025-07-01,15,12,Unauthorised
ATT202507000017,STU000017,SCH021,2025-07-01,14,10,Medical
ATT202507000018,STU000018,SCH008,2025-07-01,14,13,Family
ATT202507000019,STU000019,SCH005,2025-07-01,18,15,Illness
ATT202507000020,STU000020,SCH027,2025-07-01,14,12,Medical
ATT202507000022,STU000022,SCH041,2025-07-01,15,13,Other
ATT202507000023,STU000023,SCH027,2025-07-01,17,14,Family
ATT202507000024,STU000024,SCH032,2025-07-01,18,16,Unauthorised
ATT202507000025,STU000025,SCH020,2025-07-01,16,13,Unauthorised
ATT202507000026,STU000026,SCH036,2025-07-01,15,12,Medical
ATT202507000027,STU000027,SCH023,2025-07-01,17,15,Unauthorised
ATT202507000028,STU000028,SCH005,2025-07-01,16,14,Unauthorised
ATT202507000030,STU000030,SCH028,2025-07-01,18,15,Medical
ATT202507000031,STU000031,SCH021,2025-07-01,15,12,Illness
ATT202507000032,STU000032,SCH014,2025-07-01,16,15,Medical
ATT202507000033,STU000033,SCH040,2025-07-01,15,14,Medical
ATT202507000034,STU000034,SCH009,2025-07-01,18,14,Unauthorised
ATT202507000035,STU000035,SCH014,2025-07-01,16,14,Unauthorised
ATT202507000036,STU000036,SCH029,2025-07-01,16,13,Illness
ATT202507000037,STU000037,SCH036,2025-07-01,16,14,Illness
ATT202507000038,STU000038,SCH008,2025-07-01,17,15,Family
ATT202507000039,STU000039,SCH014,2025-07-01,18,15,Illness
ATT202507000040,STU000040,SCH008,2025-07-01,18,14,Family
ATT202507000041,STU000041,SCH013,2025-07-01,18,16,Unauthorised
ATT202507000043,STU000043,SCH038,2025-07-01,16,15,Illness
ATT202507000045,STU000045,SCH009,2025-07-01,18,15,Family
ATT202507000046,STU000046,SCH045,2025-07-01,15,12,Family
ATT202507000047,STU000047,SCH029,2025-07-01,14,12,Family
ATT202507000049,STU000049,SCH037,2025-07-01,14,12,Other
ATT202507000050,STU000050,SCH027,2025-07-01,17,15,Illness
ATT202507000051,STU000051,SCH017,2025-07-01,18,16,Medical
ATT202507000052,STU000052,SCH005,2025-07-01,15,12,Illness
ATT202507000053,STU000053,SCH043,2025-07-01,18,14,Family
ATT202507000054,STU000054,SCH045,2025-07-01,14,11,Family
ATT202507000055,STU000055,SCH030,2025-07-01,14,12,Other
ATT202507000056,STU000056,SCH048,2025-07-01,15,13,Illness
ATT202507000057,STU000057,SCH021,2025-07-01,16,13,Illness
ATT202507000058,STU000058,SCH002,2025-07-01,14,11,Other
ATT202507000059,STU000059,SCH034,2025-07-01,18,14,Other
ATT202507000060,STU000060,SCH012,2025-07-01,15,13,Illness
ATT202507000061,STU000061,SCH009,2025-07-01,14,12,Other
ATT202507000062,STU000062,SCH018,2025-07-01,18,16,Family
ATT202507000064,STU000064,SCH029,2025-07-01,14,12,Unauthorised
ATT202507000065,STU000065,SCH027,2025-07-01,17,14,Other
ATT202507000066,STU000066,SCH010,2025-07-01,16,14,Unauthorised
ATT202507000068,STU000068,SCH010,2025-07-01,14,13,Illness
ATT202507000070,STU000070,SCH047,2025-07-01,16,13,Medical
ATT202507000071,STU000071,SCH005,2025-07-01,14,13,Medical
ATT202507000072,STU000072,SCH001,2025-07-01,14,12,Illness
ATT202507000074,STU000074,SCH004,2025-07-01,14,12,Illness
ATT202507000075,STU000075,SCH025,2025-07-01,14,11,Family
ATT202507000076,STU000076,SCH045,2025-07-01,15,13,Family
ATT202507000077,STU000077,SCH045,2025-07-01,14,11,Unauthorised
ATT202507000079,STU000079,SCH004,2025-07-01,16,14,Medical
ATT202507000080,STU000080,SCH019,2025-07-01,14,12,Unauthorised
ATT202507000081,STU000081,SCH021,2025-07-01,16,13,Medical
ATT202507000082,STU000082,SCH016,2025-07-01,17,16,Unauthorised
ATT202507000083,STU000083,SCH038,2025-07-01,15,13,Other
ATT202507000084,STU000084,SCH003,2025-07-01,16,13,Illness
ATT202507000085,STU000085,SCH013,2025-07-01,16,15,Family
ATT202507000086,STU000086,SCH035,2025-07-01,16,12,Unauthorised
ATT202507000087,STU000087,SCH041,2025-07-01,16,12,Unauthorised
ATT202507000088,STU000088,SCH049,2025-07-01,17,14,Medical
ATT202507000089,STU000089,SCH043,2025-07-01,18,14,Illness
ATT202507000090,STU000090,SCH008,2025-07-01,14,12,Other
ATT202507000091,STU000091,SCH042,2025-07-01,18,14,Medical
ATT202507000092,STU000092,SCH008,2025-07-01,16,14,Illness
ATT202507000093,STU000093,SCH048,2025-07-01,17,14,Medical
ATT202507000094,STU000094,SCH006,2025-07-01,18,16,Medical
ATT202507000095,STU000095,SCH012,2025-07-01,15,12,Other
ATT202507000096,STU000096,SCH017,2025-07-01,14,11,Illness
ATT202507000097,STU000097,SCH022,2025-07-01,17,12,Unauthorised
ATT202507000098,STU000098,SCH046,2025-07-01,16,14,Illness
ATT202507000102,STU000102,SCH037,2025-07-01,14,12,Unauthorised
ATT202507000103,STU000103,SCH006,2025-07-01,15,13,Medical
ATT202507000104,STU000104,SCH019,2025-07-01,16,14,Family
ATT202507000106,STU000106,SCH046,2025-07-01,15,13,Other
ATT202507000107,STU000107,SCH016,2025-07-01,15,13,Other
ATT202507000108,STU000108,SCH045,2025-07-01,18,14,Unauthorised
ATT202507000109,STU000109,SCH008,2025-07-01,14,12,Medical
ATT202507000110,STU000110,SCH019,2025-07-01,15,12,Family
ATT202507000112,STU000112,SCH036,2025-07-01,17,15,Family
ATT202507000114,STU000114,SCH046,2025-07-01,15,12,Illness
ATT202507000115,STU000115,SCH029,2025-07-01,14,12,Illness
ATT202507000116,STU000116,SCH027,2025-07-01,15,13,Family
ATT202507000117,STU000117,SCH047,2025-07-01,14,12,Illness
ATT202507000118,STU000118,SCH012,2025-07-01,18,15,Family
ATT202507000119,STU000119,SCH040,2025-07-01,17,14,Other
ATT202507000121,STU000121,SCH002,2025-07-01,17,14,Other
ATT202507000122,STU000122,SCH039,2025-07-01,18,14,Medical
ATT202507000123,STU000123,SCH021,2025-07-01,14,11,Medical
ATT202507000124,STU000124,SCH010,2025-07-01,18,15,Unauthorised
ATT202507000125,STU000125,SCH033,2025-07-01,17,15,Illness
ATT202507000126,STU000126,SCH026,2025-07-01,15,13,Family
ATT202507000127,STU000127,SCH012,2025-07-01,18,15,Illness
ATT202507000128,STU000128,SCH018,2025-07-01,17,14,Illness
ATT202507000129,STU000129,SCH012,2025-07-01,16,12,Medical
ATT202507000130,STU000130,SCH032,2025-07-01,17,14,Illness
ATT202507000131,STU000131,SCH030,2025-07-01,15,14,Medical
ATT202507000132,STU000132,SCH013,2025-07-01,16,14,Unauthorised
ATT202507000134,STU000134,SCH010,2025-07-01,18,15,Other
ATT202507000135,STU000135,SCH027,2025-07-01,18,14,Family
ATT202507000136,STU000136,SCH020,2025-07-01,18,17,Other
ATT202507000137,STU000137,SCH028,2025-07-01,17,14,Family
ATT202507000138,STU000138,SCH025,2025-07-01,18,16,Unauthorised
ATT202507000139,STU000139,SCH029,2025-07-01,15,13,Unauthorised
ATT202507000141,STU000141,SCH010,2025-07-01,16,13,Medical
ATT202507000142,STU000142,SCH009,2025-07-01,15,13,Illness
ATT202507000143,STU000143,SCH023,2025-07-01,17,15,Medical
ATT202507000144,STU000144,SCH019,2025-07-01,15,13,Family
ATT202507000145,STU000145,SCH035,2025-07-01,15,11,Illness
ATT202507000148,STU000148,SCH021,2025-07-01,14,11,Illness
ATT202507000149,STU000149,SCH015,2025-07-01,18,15,Unauthorised
ATT202507000150,STU000150,SCH022,2025-07-01,15,11,Other
ATT202507000151,STU000151,SCH043,2025-07-01,17,15,Other
ATT202507000152,STU000152,SCH011,2025-07-01,17,14,Other
ATT202507000153,STU000153,SCH045,2025-07-01,17,14,Family
ATT202507000154,STU000154,SCH006,2025-07-01,17,15,Medical
ATT202507000155,STU000155,SCH044,2025-07-01,17,14,Illness
ATT202507000156,STU000156,SCH018,2025-07-01,18,16,Other
ATT202507000157,STU000157,SCH013,2025-07-01,14,12,Family
ATT202507000158,STU000158,SCH033,2025-07-01,17,15,Medical
ATT202507000160,STU000160,SCH009,2025-07-01,14,12,Medical
ATT202507000161,STU000161,SCH026,2025-07-01,17,14,Unauthorised
ATT202507000162,STU000162,SCH027,2025-07-01,17,14,Unauthorised
ATT202507000164,STU000164,SCH018,2025-07-01,14,12,Medical
ATT202507000165,STU000165,SCH045,2025-07-01,17,15,Medical
ATT202507000166,STU000166,SCH047,2025-07-01,17,15,Unauthorised
ATT202507000167,STU000167,SCH033,2025-07-01,15,13,Unauthorised
ATT202507000169,STU000169,SCH007,2025-07-01,14,11,Other
ATT202507000170,STU000170,SCH041,2025-07-01,17,14,Illness
ATT202507000171,STU000171,SCH031,2025-07-01,17,13,Family
ATT202507000172,STU000172,SCH023,2025-07-01,17,14,Other
ATT202507000173,STU000173,SCH006,2025-07-01,17,14,Illness
ATT202507000174,STU000174,SCH001,2025-07-01,14,11,Medical
ATT202507000175,STU000175,SCH021,2025-07-01,14,11,Unauthorised
ATT202507000176,STU000176,SCH031,2025-07-01,15,12,Illness
ATT202507000177,STU000177,SCH036,2025-07-01,17,15,Illness
ATT202507000178,STU000178,SCH022,2025-07-01,14,10,Unauthorised
ATT202507000179,STU000179,SCH007,2025-07-01,15,12,Family
ATT202507000180,STU000180,SCH048,2025-07-01,18,16,Medical
ATT202507000182,STU000182,SCH034,2025-07-01,17,14,Unauthorised
ATT202507000183,STU000183,SCH013,2025-07-01,16,14,Other
ATT202507000184,STU000184,SCH032,2025-07-01,17,15,Family
ATT202507000185,STU000185,SCH015,2025-07-01,16,13,Family
ATT202507000186,STU000186,SCH007,2025-07-01,18,15,Unauthorised
ATT202507000187,STU000187,SCH020,2025-07-01,18,16,Illness
ATT202507000189,STU000189,SCH040,2025-07-01,14,11,Illness
ATT202507000190,STU000190,SCH008,2025-07-01,17,14,Family
ATT202507000191,STU000191,SCH008,2025-07-01,17,15,Family
ATT202507000192,STU000192,SCH018,2025-07-01,15,13,Unauthorised
ATT202507000193,STU000193,SCH031,2025-07-01,18,16,Family
ATT202507000196,STU000196,SCH005,2025-07-01,16,13,Family
ATT202507000197,STU000197,SCH027,2025-07-01,15,13,Medical
ATT202507000198,STU000198,SCH009,2025-07-01,17,15,Family
ATT202507000201,STU000201,SCH030,2025-07-01,14,12,Other
ATT202507000202,STU000202,SCH003,2025-07-01,14,12,Illness
ATT202507000203,STU000203,SCH008,2025-07-01,16,14,Unauthorised
ATT202507000204,STU000204,SCH011,2025-07-01,16,14,Medical
ATT202507000205,STU000205,SCH027,2025-07-01,14,12,Other
ATT202507000206,STU000206,SCH009,2025-07-01,14,11,Unauthorised
ATT202507000208,STU000208,SCH016,2025-07-01,15,14,Family
ATT202507000209,STU000209,SCH011,2025-07-01,15,13,Family
ATT202507000210,STU000210,SCH001,2025-07-01,14,10,Illness
ATT202507000211,STU000211,SCH040,2025-07-01,18,16,Illness
ATT202507000212,STU000212,SCH014,2025-07-01,14,12,Unauthorised
ATT202507000213,STU000213,SCH002,2025-07-01,16,11,Unauthorised
ATT202507000214,STU000214,SCH026,2025-07-01,14,12,Medical
ATT202507000215,STU000215,SCH017,2025-07-01,15,11,Other
ATT202507000216,STU000216,SCH012,2025-07-01,17,16,Medical
ATT202507000217,STU000217,SCH001,2025-07-01,15,12,Illness
ATT202507000218,STU000218,SCH037,2025-07-01,17,15,Unauthorised
ATT202507000219,STU000219,SCH021,2025-07-01,14,11,Illness
ATT202507000220,STU000220,SCH008,2025-07-01,16,14,Unauthorised
ATT202507000221,STU000221,SCH040,2025-07-01,16,13,Illness
ATT202507000222,STU000222,SCH041,2025-07-01,18,15,Other
ATT202507000223,STU000223,SCH021,2025-07-01,14,11,Family
ATT202507000224,STU000224,SCH008,2025-07-01,18,15,Unauthorised
ATT202507000225,STU000225,SCH030,2025-07-01,18,17,Unauthorised
ATT202507000226,STU000226,SCH013,2025-07-01,16,14,Illness
ATT202507000227,STU000227,SCH043,2025-07-01,15,13,Medical
ATT202507000228,STU000228,SCH003,2025-07-01,17,15,Unauthorised
ATT202507000229,STU000229,SCH026,2025-07-01,18,16,Medical
ATT202507000230,STU000230,SCH039,2025-07-01,17,15,Medical
ATT202507000231,STU000231,SCH009,2025-07-01,16,12,Family
ATT202507000232,STU000232,SCH025,2025-07-01,16,14,Other
ATT202507000233,STU000233,SCH011,2025-07-01,18,15,Other
ATT202507000234,STU000234,SCH021,2025-07-01,16,13,Other
ATT202507000235,STU000235,SCH005,2025-07-01,15,13,Unauthorised
ATT202507000236,STU000236,SCH022,2025-07-01,14,12,Unauthorised
ATT202507000237,STU000237,SCH040,2025-07-01,17,14,Family
ATT202507000238,STU000238,SCH018,2025-07-01,15,13,Family
ATT202507000240,STU000240,SCH047,2025-07-01,15,13,Unauthorised
ATT202507000241,STU000241,SCH015,2025-07-01,15,12,Family
ATT202507000242,STU000242,SCH005,2025-07-01,14,12,Family
ATT202507000243,STU000243,SCH006,2025-07-01,17,13,Family
ATT202507000244,STU000244,SCH002,2025-07-01,17,14,Medical
ATT202507000245,STU000245,SCH038,2025-07-01,18,15,Unauthorised
ATT202507000246,STU000246,SCH022,2025-07-01,17,13,Unauthorised
ATT202507000247,STU000247,SCH021,2025-07-01,17,13,Illness
ATT202507000248,STU000248,SCH039,2025-07-01,18,16,Illness
ATT202507000250,STU000250,SCH004,2025-07-01,18,16,Illness
ATT202507000251,STU000251,SCH017,2025-07-01,16,12,Family
ATT202507000252,STU000252,SCH047,2025-07-01,14,12,Other
ATT202507000253,STU000253,SCH014,2025-07-01,18,15,Illness
ATT202507000254,STU000254,SCH023,2025-07-01,17,13,Medical
ATT202507000255,STU000255,SCH026,2025-07-01,14,13,Medical
ATT202507000256,STU000256,SCH031,2025-07-01,15,12,Illness
ATT202507000257,STU000257,SCH046,2025-07-01,15,12,Other
ATT202507000259,STU000259,SCH012,2025-07-01,14,11,Illness
ATT202507000260,STU000260,SCH010,2025-07-01,18,14,Medical
