student_id,school_id,year_level,gender,enrolment_date,status
STU000205,SCH027,8,Female,2020-04-08,Active
STU000206,SCH009,9,Female,2020-10-06,Active
STU000247,SCH021,9,Female,2019-01-22,Active
STU000260,SCH010,9,Male,2019-03-27,Active
STU000275,SCH045,9,Male,2019-11-17,Active
STU000408,SCH021,9,Female,2020-04-04,Active
STU000605,SCH043,7,Female,2021-01-29,Active
STU000787,SCH035,7,Female,2022-06-19,Active
STU000820,SCH035,7,Male,2018-02-02,Active
STU000839,SCH031,9,Male,2018-06-30,Active
STU001035,SCH023,8,Female,2018-08-16,Active
STU001103,SCH021,10,Male,2023-05-08,Active
STU001105,SCH009,8,Male,2023-10-11,Active
STU001145,SCH032,8,Female,2018-09-23,Active
STU001168,SCH044,9,Female,2020-06-15,Active
STU001261,SCH021,10,Male,2020-03-12,Active
STU001288,SCH029,10,Female,2018-07-04,Active
STU001290,SCH045,10,Female,2018-01-12,Active
STU001320,SCH043,9,Female,2021-11-09,Active
STU001371,SCH043,8,Female,2020-11-13,Active
STU001428,SCH031,9,Female,2022-08-03,Active
STU001448,SCH035,9,Male,2018-09-10,Active
STU001516,SCH029,9,Male,2021-03-05,Active
STU001618,SCH045,10,Male,2023-04-29,Active
STU001683,SCH009,7,Male,2021-05-24,Active
STU001697,SCH031,8,Female,2020-02-12,Active
STU001704,SCH029,10,Male,2020-12-18,Active
STU001780,SCH009,7,Male,2020-11-24,Active
STU001933,SCH027,10,Male,2021-10-07,Active
STU002013,SCH044,10,Female,2023-08-26,Active
STU002014,SCH031,10,Female,2022-06-15,Active
STU002048,SCH010,9,Female,2022-08-08,Active
STU002131,SCH044,9,Female,2018-10-04,Active
STU002155,SCH045,10,Female,2022-02-10,Active
STU002184,SCH012,8,Non-specified,2021-04-06,Active
STU002216,SCH029,9,Male,2023-12-06,Active
STU002258,SCH027,10,Male,2020-07-10,Active
STU002286,SCH021,8,Male,2020-06-29,Active
STU002308,SCH021,8,Male,2022-06-28,Active
STU002340,SCH032,10,Female,2021-12-17,Active
STU002518,SCH023,10,Female,2022-04-30,Active
STU002558,SCH023,10,Female,2021-05-23,Active
STU002560,SCH044,8,Male,2023-11-25,Active
STU002680,SCH044,9,Male,2018-07-19,Active
STU002713,SCH009,10,Male,2021-06-19,Active
STU002838,SCH012,8,Female,2022-10-27,Active
STU002840,SCH029,9,Male,2018-01-21,Active
STU002925,SCH012,8,Male,2020-03-13,Active
STU002986,SCH012,10,Female,2023-02-01,Active
STU002991,SCH027,9,Male,2021-02-20,Active
STU002996,SCH035,10,Male,2019-07-27,Active
STU003074,SCH044,10,Female,2019-05-12,Active
STU003080,SCH010,7,Male,2023-12-29,Active
STU003093,SCH009,7,Male,2019-05-28,Active
STU003094,SCH023,7,Male,2021-01-02,Active
STU003133,SCH035,10,Female,2018-08-09,Active
STU003166,SCH045,8,Female,2018-04-21,Active
STU003282,SCH031,9,Male,2021-02-27,Active
STU003295,SCH009,7,Male,2020-07-04,Active
STU003322,SCH021,9,Male,2022-03-12,Active
STU003361,SCH023,10,Male,2019-08-21,Active
STU003546,SCH031,8,Male,2020-09-30,Active
STU003603,SCH044,10,Female,2023-01-22,Active
STU003638,SCH044,10,Male,2019-09-21,Active
STU003716,SCH010,8,Female,2022-11-26,Active
STU003733,SCH035,9,Female,2021-12-31,Active
STU003737,SCH021,7,Male,2019-01-16,Active
STU003771,SCH045,9,Female,2020-11-05,Active
STU003783,SCH035,9,Male,2023-11-05,Active
STU003807,SCH046,7,Female,2022-11-08,Active
STU003828,SCH045,8,Female,2020-03-25,Active
STU003887,SCH044,9,Male,2021-12-04,Active
STU003914,SCH009,9,Female,2023-06-05,Active
STU004008,SCH046,10,Male,2021-12-24,Active
STU004061,SCH044,10,Male,2022-02-19,Active
STU004102,SCH010,9,Female,2019-03-28,Active
STU004167,SCH044,8,Male,2021-07-15,Active
STU004199,SCH032,8,Female,2021-10-17,Active
STU004239,SCH035,7,Male,2021-06-10,Active
STU004424,SCH046,9,Female,2018-06-29,Active
STU004429,SCH045,7,Male,2018-05-19,Active
STU004568,SCH027,9,Male,2018-10-13,Active
STU004583,SCH031,7,Male,2020-01-19,Active
STU004591,SCH043,10,Male,2018-12-06,Active
STU004758,SCH012,9,Male,2018-11-25,Active
STU004775,SCH044,9,Male,2023-11-01,Active
STU004785,SCH043,7,Male,2019-09-24,Active
STU004929,SCH043,7,Male,2023-07-07,Active
STU004982,SCH031,10,Male,2022-08-26,Active
STU005010,SCH023,10,Female,2023-07-26,Active
STU005083,SCH027,10,Male,2022-10-09,Active
STU005173,SCH031,9,Non-specified,2021-09-01,Active
STU005305,SCH032,10,Male,2019-06-20,Active
STU005308,SCH010,10,Male,2018-02-21,Active
STU005324,SCH032,7,Female,2018-06-20,Active
STU005408,SCH032,7,Female,2022-10-10,Active
STU005453,SCH029,7,Male,2018-01-21,Active
STU005579,SCH032,9,Female,2019-04-20,Active
STU005590,SCH023,7,Female,2022-04-01,Active
STU005600,SCH010,8,Female,2018-07-31,Active
STU005608,SCH027,7,Male,2021-10-11,Active
STU005681,SCH027,7,Female,2021-05-20,Active
STU005691,SCH031,8,Female,2023-10-26,Active
STU005722,SCH029,10,Female,2019-08-24,Active
STU005743,SCH046,9,Female,2018-06-21,Active
STU005744,SCH029,8,Female,2021-12-14,Active
STU005925,SCH043,9,Female,2023-03-11,Active
STU005969,SCH035,9,Female,2023-12-30,Active
STU005978,SCH009,10,Female,2022-09-03,Active
STU005981,SCH027,8,Male,2022-05-22,Active
STU006038,SCH044,8,Male,2021-08-03,Active
STU006259,SCH032,9,Male,2021-03-18,Active
STU006401,SCH043,10,Female,2021-01-22,Active
STU006437,SCH021,7,Male,2022-07-26,Active
STU006518,SCH021,8,Male,2020-03-27,Active
STU006532,SCH027,8,Male,2021-08-06,Active
STU006545,SCH021,8,Female,2021-10-12,Active
STU006558,SCH043,7,Female,2018-08-17,Active
STU006595,SCH045,10,Male,2020-10-13,Active
STU006617,SCH032,9,Female,2018-10-04,Active
STU006720,SCH021,9,Female,2021-05-22,Active
