attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202408000001,STU000001,SCH015,2024-08-01,20,17,Unauthorised
ATT202408000002,STU000002,SCH021,2024-08-01,19,14,Medical
ATT202408000003,STU000003,SCH002,2024-08-01,18,14,Medical
ATT202408000004,STU000004,SCH040,2024-08-01,20,17,Medical
ATT202408000005,STU000005,SCH043,2024-08-01,18,15,Unauthorised
ATT202408000006,STU000006,SCH047,2024-08-01,21,18,Family
ATT202408000007,STU000007,SCH031,2024-08-01,22,20,Unauthorised
ATT202408000008,STU000008,SCH042,2024-08-01,20,17,Medical
ATT202408000009,STU000009,SCH001,2024-08-01,22,18,Unauthorised
ATT202408000010,STU000010,SCH043,2024-08-01,20,16,Illness
ATT202408000011,STU000011,SCH038,2024-08-01,18,15,Medical
ATT202408000012,STU000012,SCH020,2024-08-01,18,15,Family
ATT202408000013,STU000013,SCH045,2024-08-01,22,18,Unauthorised
ATT202408000014,STU000014,SCH029,2024-08-01,22,18,Medical
ATT202408000015,STU000015,SCH006,2024-08-01,18,17,Medical
ATT202408000016,STU000016,SCH005,2024-08-01,19,16,Family
ATT202408000017,STU000017,SCH034,2024-08-01,19,14,Other
ATT202408000018,STU000018,SCH025,2024-08-01,18,17,Medical
ATT202408000019,STU000019,SCH005,2024-08-01,20,18,Illness
ATT202408000020,STU000020,SCH027,2024-08-01,19,16,Illness
ATT202408000021,STU000021,SCH002,2024-08-01,21,17,Medical
ATT202408000022,STU000022,SCH041,2024-08-01,19,16,Illness
ATT202408000023,STU000023,SCH027,2024-08-01,22,19,Family
ATT202408000024,STU000024,SCH032,2024-08-01,19,17,Illness
ATT202408000025,STU000025,SCH020,2024-08-01,20,15,Other
ATT202408000026,STU000026,SCH036,2024-08-01,22,20,Family
ATT202408000027,STU000027,SCH023,2024-08-01,21,19,Other
ATT202408000028,STU000028,SCH005,2024-08-01,18,16,Family
ATT202408000029,STU000029,SCH024,2024-08-01,20,16,Family
ATT202408000030,STU000030,SCH028,2024-08-01,19,16,Illness
ATT202408000031,STU000031,SCH021,2024-08-01,18,14,Unauthorised
ATT202408000032,STU000032,SCH014,2024-08-01,18,15,Medical
ATT202408000033,STU000033,SCH040,2024-08-01,19,18,Family
ATT202408000034,STU000034,SCH009,2024-08-01,22,19,Other
ATT202408000035,STU000035,SCH011,2024-08-01,20,17,Unauthorised
ATT202408000036,STU000036,SCH029,2024-08-01,21,17,Family
ATT202408000037,STU000037,SCH036,2024-08-01,19,16,Unauthorised
ATT202408000038,STU000038,SCH008,2024-08-01,18,15,Medical
ATT202408000039,STU000039,SCH014,2024-08-01,19,15,Medical
ATT202408000040,STU000040,SCH008,2024-08-01,18,15,Unauthorised
ATT202408000041,STU000041,SCH013,2024-08-01,18,15,Illness
ATT202408000042,STU000042,SCH049,2024-08-01,21,15,Other
ATT202408000043,STU000043,SCH038,2024-08-01,20,16,Family
ATT202408000045,STU000045,SCH009,2024-08-01,18,15,Medical
ATT202408000046,STU000046,SCH045,2024-08-01,18,15,Illness
ATT202408000047,STU000047,SCH029,2024-08-01,18,15,Unauthorised
ATT202408000048,STU000048,SCH022,2024-08-01,20,17,Medical
ATT202408000049,STU000049,SCH037,2024-08-01,21,17,Unauthorised
ATT202408000050,STU000050,SCH027,2024-08-01,22,20,Other
ATT202408000051,STU000051,SCH017,2024-08-01,22,19,Other
ATT202408000052,STU000052,SCH005,2024-08-01,21,18,Family
ATT202408000053,STU000053,SCH043,2024-08-01,20,15,Family
ATT202408000054,STU000054,SCH045,2024-08-01,22,18,Illness
ATT202408000055,STU000055,SCH030,2024-08-01,22,19,Medical
ATT202408000056,STU000056,SCH048,2024-08-01,19,17,Family
ATT202408000057,STU000057,SCH021,2024-08-01,22,18,Medical
