student_id,school_id,year_level,gender,enrolment_date,status
STU008140,SCH037,0,Female,2018-12-08,Active
STU006062,SCH021,2,Female,2019-03-25,Active
STU009612,SCH043,9,Female,2022-12-02,Active
STU002734,SCH046,2,Male,2021-10-22,Active
STU005614,SCH031,0,Male,2023-01-07,Active
STU005073,SCH033,4,Female,2021-03-19,Active
STU000653,SCH040,5,Female,2018-10-24,Active
STU004022,SCH030,4,Male,2019-10-01,Active
STU003347,SCH038,3,Male,2023-06-25,Active
STU003075,SCH027,10,Female,2020-10-26,Active
STU000282,SCH001,11,Female,2022-06-29,Active
STU005070,SCH028,1,Male,2022-12-01,Active
STU007340,SCH026,2,Male,2019-03-05,Active
STU010006,SCH008,0,Male,2024-02-01,Active
STU004525,SCH036,5,Male,2018-11-24,Active
STU000480,SCH009,7,Male,2023-11-18,Active
STU008449,SCH021,11,Male,2021-01-30,Active
STU007212,SCH010,7,Male,2018-09-07,Active
STU002360,SCH023,9,Male,2020-06-21,Left
STU001193,SCH006,5,Female,2018-06-12,Left
STU006127,SCH005,6,Male,2019-06-03,Left
STU006597,SCH021,4,Female,2018-03-16,Left
STU002768,SCH007,1,Male,2020-06-03,Left
STU000195,SCH034,11,Female,2022-01-11,Left
STU008267,SCH030,0,Non-specified,2020-11-16,Left
STU006494,SCH047,6,Female,2022-08-29,Left
STU010141,SCH012,10,Female,2024-07-01,Left
STU004322,SCH024,11,Female,2022-02-05,Left
STU010151,SCH015,2,Female,2024-08-01,Active
STU010152,SCH007,0,Male,2024-08-01,Active
STU010153,SCH021,4,Female,2024-08-01,Active
STU010154,SCH025,0,Female,2024-08-01,Active
STU010155,SCH034,11,Male,2024-08-01,Active
STU010156,SCH012,7,Female,2024-08-01,Active
STU010157,SCH037,0,Female,2024-08-01,Active
STU010158,SCH020,0,Male,2024-08-01,Active
STU010159,SCH035,7,Male,2024-08-01,Active
STU010160,SCH025,0,Male,2024-08-01,Active
STU010161,SCH035,7,Female,2024-08-01,Active
STU010162,SCH019,5,Female,2024-08-01,Active
STU010163,SCH001,11,Female,2024-08-01,Active
STU010164,SCH031,0,Non-specified,2024-08-01,Active
STU010165,SCH039,0,Female,2024-08-01,Active
STU010166,SCH046,12,Female,2024-08-01,Active
STU010167,SCH003,0,Female,2024-08-01,Active
STU010168,SCH047,0,Male,2024-08-01,Active
STU010169,SCH005,0,Female,2024-08-01,Active
STU010170,SCH047,0,Male,2024-08-01,Active
STU010171,SCH049,11,Male,2024-08-01,Active
STU010172,SCH014,0,Female,2024-08-01,Active
STU010173,SCH029,8,Male,2024-08-01,Active
STU010174,SCH019,0,Female,2024-08-01,Active
STU010175,SCH010,0,Female,2024-08-01,Active
