attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202411000001,STU000001,SCH015,2024-11-01,22,21,Medical
ATT202411000002,STU000002,SCH021,2024-11-01,18,16,Other
ATT202411000003,STU000003,SCH002,2024-11-01,20,17,Illness
ATT202411000004,STU000004,SCH040,2024-11-01,19,17,Illness
ATT202411000005,STU000005,SCH043,2024-11-01,21,18,Illness
ATT202411000006,STU000006,SCH047,2024-11-01,22,20,Medical
ATT202411000007,STU000007,SCH031,2024-11-01,20,19,Illness
ATT202411000008,STU000008,SCH042,2024-11-01,20,18,Medical
ATT202411000009,STU000009,SCH001,2024-11-01,20,17,Illness
ATT202411000010,STU000010,SCH043,2024-11-01,19,17,Other
ATT202411000011,STU000011,SCH038,2024-11-01,20,17,Illness
ATT202411000012,STU000012,SCH020,2024-11-01,21,18,Unauthorised
ATT202411000013,STU000013,SCH045,2024-11-01,18,16,Family
ATT202411000014,STU000014,SCH029,2024-11-01,21,20,Unauthorised
ATT202411000015,STU000015,SCH006,2024-11-01,21,21,
ATT202411000016,STU000016,SCH005,2024-11-01,22,21,Family
ATT202411000017,STU000017,SCH034,2024-11-01,20,15,Other
ATT202411000018,STU000018,SCH025,2024-11-01,18,17,Other
ATT202411000019,STU000019,SCH005,2024-11-01,21,20,Illness
ATT202411000020,STU000020,SCH027,2024-11-01,19,18,Illness
ATT202411000021,STU000021,SCH002,2024-11-01,20,17,Unauthorised
ATT202411000022,STU000022,SCH041,2024-11-01,20,19,Illness
ATT202411000023,STU000023,SCH027,2024-11-01,20,17,Illness
ATT202411000024,STU000024,SCH032,2024-11-01,18,17,Illness
ATT202411000025,STU000025,SCH020,2024-11-01,21,18,Medical
ATT202411000026,STU000026,SCH036,2024-11-01,22,21,Unauthorised
ATT202411000027,STU000027,SCH023,2024-11-01,20,19,Illness
ATT202411000028,STU000028,SCH005,2024-11-01,19,19,
ATT202411000029,STU000029,SCH024,2024-11-01,22,20,Other
ATT202411000030,STU000030,SCH028,2024-11-01,21,19,Illness
ATT202411000031,STU000031,SCH021,2024-11-01,21,19,Other
ATT202411000032,STU000032,SCH014,2024-11-01,21,21,
ATT202411000033,STU000033,SCH040,2024-11-01,20,19,Other
ATT202411000034,STU000034,SCH009,2024-11-01,20,17,Medical
ATT202411000035,STU000035,SCH011,2024-11-01,21,21,
ATT202411000036,STU000036,SCH029,2024-11-01,18,16,Other
ATT202411000037,STU000037,SCH036,2024-11-01,22,19,Medical
ATT202411000038,STU000038,SCH008,2024-11-01,19,18,Unauthorised
ATT202411000039,STU000039,SCH014,2024-11-01,20,18,Other
ATT202411000040,STU000040,SCH008,2024-11-01,19,17,Family
ATT202411000041,STU000041,SCH013,2024-11-01,18,16,Other
ATT202411000042,STU000042,SCH049,2024-11-01,22,18,Other
ATT202411000043,STU000043,SCH038,2024-11-01,20,18,Unauthorised
ATT202411000045,STU000045,SCH009,2024-11-01,22,19,Illness
ATT202411000046,STU000046,SCH045,2024-11-01,22,20,Family
ATT202411000047,STU000047,SCH029,2024-11-01,22,19,Unauthorised
ATT202411000048,STU000048,SCH022,2024-11-01,19,16,Other
ATT202411000049,STU000049,SCH037,2024-11-01,19,17,Family
ATT202411000050,STU000050,SCH027,2024-11-01,22,21,Family
ATT202411000051,STU000051,SCH017,2024-11-01,22,19,Unauthorised
ATT202411000052,STU000052,SCH005,2024-11-01,21,20,Unauthorised
ATT202411000053,STU000053,SCH043,2024-11-01,20,17,Other
ATT202411000054,STU000054,SCH045,2024-11-01,20,18,Medical
