student_id,school_id,year_level,gender,enrolment_date,status
STU007705,SCH038,0,Male,2019-10-18,Active
STU009471,SCH038,1,Female,2021-04-19,Active
STU002570,SCH046,12,Male,2018-11-20,Active
STU008963,SCH003,2,Female,2020-12-07,Active
STU000161,SCH026,5,Male,2023-03-21,Active
STU006457,SCH041,4,Female,2021-02-05,Active
STU005192,SCH045,9,Female,2020-09-02,Active
STU005628,SCH021,12,Female,2021-06-24,Active
STU007517,SCH033,2,Male,2018-02-25,Active
STU006097,SCH021,11,Male,2020-04-15,Active
STU000923,SCH039,3,Female,2019-07-05,Active
STU008661,SCH031,0,Female,2020-10-25,Active
STU001814,SCH042,11,Male,2019-03-03,Active
STU007663,SCH021,7,Female,2022-05-27,Active
STU000609,SCH017,11,Male,2022-03-16,Active
STU001886,SCH016,6,Male,2023-08-03,Active
STU010019,SCH031,0,Female,2024-02-01,Active
STU008893,SCH012,8,Female,2022-05-08,Active
STU008679,SCH020,0,Female,2021-11-07,Left
STU005162,SCH039,6,Female,2019-09-28,Left
STU004987,SCH007,0,Female,2018-10-18,Left
STU000188,SCH004,1,Female,2023-08-21,Left
STU008416,SCH046,3,Male,2023-02-21,Left
STU004552,SCH048,0,Male,2023-02-05,Left
STU002596,SCH029,10,Non-specified,2018-06-08,Left
STU008701,SCH004,2,Female,2019-03-16,Left
STU005602,SCH012,8,Male,2020-02-09,Left
STU007761,SCH041,6,Male,2021-08-28,Left
STU010226,SCH011,0,Female,2024-11-01,Active
STU010227,SCH029,8,Female,2024-11-01,Active
STU010228,SCH024,11,Female,2024-11-01,Active
STU010229,SCH046,0,Male,2024-11-01,Active
STU010230,SCH020,0,Male,2024-11-01,Active
STU010231,SCH031,8,Female,2024-11-01,Active
STU010232,SCH037,0,Male,2024-11-01,Active
STU010233,SCH010,8,Female,2024-11-01,Active
STU010234,SCH040,0,Female,2024-11-01,Active
STU010235,SCH036,0,Female,2024-11-01,Active
STU010236,SCH042,11,Male,2024-11-01,Active
STU010237,SCH014,0,Male,2024-11-01,Active
STU010238,SCH003,0,Female,2024-11-01,Active
STU010239,SCH017,12,Female,2024-11-01,Active
STU010240,SCH021,0,Female,2024-11-01,Active
STU010241,SCH030,0,Male,2024-11-01,Active
STU010242,SCH011,3,Female,2024-11-01,Active
STU010243,SCH039,0,Non-specified,2024-11-01,Active
STU010244,SCH018,0,Male,2024-11-01,Active
STU010245,SCH021,5,Female,2024-11-01,Active
STU010246,SCH006,0,Male,2024-11-01,Active
STU010247,SCH016,2,Male,2024-11-01,Active
STU010248,SCH025,0,Female,2024-11-01,Active
STU010249,SCH030,0,Male,2024-11-01,Active
STU010250,SCH044,9,Female,2024-11-01,Active
