attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202512000001,STU000001,SCH010,2025-12-01,10,9,Other
ATT202512000002,STU000002,SCH021,2025-12-01,13,12,Family
ATT202512000003,STU000003,SCH002,2025-12-01,13,11,Other
ATT202512000004,STU000004,SCH040,2025-12-01,11,10,Illness
ATT202512000005,STU000005,SCH043,2025-12-01,10,9,Unauthorised
ATT202512000006,STU000006,SCH047,2025-12-01,12,11,Other
ATT202512000007,STU000007,SCH031,2025-12-01,12,11,Other
ATT202512000009,STU000009,SCH001,2025-12-01,14,12,Unauthorised
ATT202512000010,STU000010,SCH043,2025-12-01,11,9,Medical
ATT202512000011,STU000011,SCH023,2025-12-01,15,13,Family
ATT202512000012,STU000012,SCH020,2025-12-01,14,12,Family
ATT202512000013,STU000013,SCH045,2025-12-01,14,12,Family
ATT202512000014,STU000014,SCH029,2025-12-01,12,11,Other
ATT202512000015,STU000015,SCH006,2025-12-01,11,11,
ATT202512000016,STU000016,SCH005,2025-12-01,11,10,Unauthorised
ATT202512000017,STU000017,SCH021,2025-12-01,10,9,Illness
ATT202512000018,STU000018,SCH008,2025-12-01,15,15,
ATT202512000019,STU000019,SCH005,2025-12-01,11,11,
ATT202512000020,STU000020,SCH031,2025-12-01,12,10,Unauthorised
ATT202512000022,STU000022,SCH041,2025-12-01,11,11,
ATT202512000023,STU000023,SCH027,2025-12-01,14,12,Other
ATT202512000024,STU000024,SCH032,2025-12-01,15,14,Other
ATT202512000025,STU000025,SCH020,2025-12-01,14,12,Other
ATT202512000026,STU000026,SCH036,2025-12-01,13,12,Family
ATT202512000027,STU000027,SCH023,2025-12-01,11,10,Illness
ATT202512000028,STU000028,SCH005,2025-12-01,10,9,Illness
ATT202512000030,STU000030,SCH028,2025-12-01,14,13,Other
ATT202512000031,STU000031,SCH021,2025-12-01,10,9,Illness
ATT202512000032,STU000032,SCH014,2025-12-01,12,11,Unauthorised
ATT202512000033,STU000033,SCH040,2025-12-01,13,12,Medical
ATT202512000034,STU000034,SCH009,2025-12-01,13,11,Other
ATT202512000035,STU000035,SCH014,2025-12-01,13,13,
ATT202512000036,STU000036,SCH029,2025-12-01,15,13,Family
ATT202512000037,STU000037,SCH036,2025-12-01,13,11,Family
ATT202512000038,STU000038,SCH008,2025-12-01,13,11,Illness
ATT202512000039,STU000039,SCH014,2025-12-01,15,14,Illness
ATT202512000040,STU000040,SCH008,2025-12-01,12,11,Medical
ATT202512000041,STU000041,SCH013,2025-12-01,12,11,Family
ATT202512000043,STU000043,SCH038,2025-12-01,14,14,
ATT202512000045,STU000045,SCH009,2025-12-01,13,12,Other
ATT202512000046,STU000046,SCH045,2025-12-01,12,11,Family
ATT202512000047,STU000047,SCH029,2025-12-01,13,12,Medical
ATT202512000049,STU000049,SCH037,2025-12-01,14,12,Illness
ATT202512000050,STU000050,SCH027,2025-12-01,14,13,Unauthorised
ATT202512000051,STU000051,SCH017,2025-12-01,13,12,Illness
ATT202512000052,STU000052,SCH005,2025-12-01,12,10,Illness
ATT202512000053,STU000053,SCH043,2025-12-01,11,10,Medical
ATT202512000054,STU000054,SCH045,2025-12-01,15,14,Illness
ATT202512000055,STU000055,SCH030,2025-12-01,14,12,Medical
ATT202512000056,STU000056,SCH048,2025-12-01,11,10,Illness
ATT202512000057,STU000057,SCH021,2025-12-01,10,10,
ATT202512000058,STU000058,SCH002,2025-12-01,11,9,Medical
ATT202512000059,STU000059,SCH034,2025-12-01,15,13,Other
ATT202512000060,STU000060,SCH012,2025-12-01,13,12,Family
ATT202512000061,STU000061,SCH009,2025-12-01,13,12,Illness
ATT202512000062,STU000062,SCH018,2025-12-01,15,14,Other
ATT202512000064,STU000064,SCH029,2025-12-01,13,12,Family
ATT202512000065,STU000065,SCH027,2025-12-01,11,11,
ATT202512000066,STU000066,SCH010,2025-12-01,13,12,Unauthorised
ATT202512000068,STU000068,SCH010,2025-12-01,11,11,
ATT202512000070,STU000070,SCH047,2025-12-01,15,13,Illness
ATT202512000071,STU000071,SCH005,2025-12-01,15,14,Illness
ATT202512000072,STU000072,SCH001,2025-12-01,13,12,Family
ATT202512000074,STU000074,SCH004,2025-12-01,11,10,Medical
ATT202512000075,STU000075,SCH025,2025-12-01,14,13,Other
ATT202512000076,STU000076,SCH045,2025-12-01,15,13,Illness
ATT202512000077,STU000077,SCH045,2025-12-01,11,10,Illness
ATT202512000079,STU000079,SCH004,2025-12-01,10,10,
ATT202512000080,STU000080,SCH019,2025-12-01,14,13,Family
ATT202512000081,STU000081,SCH021,2025-12-01,14,13,Unauthorised
ATT202512000082,STU000082,SCH016,2025-12-01,12,12,
ATT202512000083,STU000083,SCH038,2025-12-01,12,11,Family
ATT202512000084,STU000084,SCH003,2025-12-01,13,12,Unauthorised
ATT202512000085,STU000085,SCH013,2025-12-01,15,15,
ATT202512000086,STU000086,SCH035,2025-12-01,14,13,Illness
ATT202512000087,STU000087,SCH041,2025-12-01,11,9,Other
ATT202512000088,STU000088,SCH049,2025-12-01,11,10,Unauthorised
ATT202512000089,STU000089,SCH043,2025-12-01,11,10,Illness
ATT202512000090,STU000090,SCH008,2025-12-01,11,10,Unauthorised
ATT202512000091,STU000091,SCH042,2025-12-01,13,12,Family
