student_id,school_id,year_level,gender,enrolment_date,status
STU005544,SCH023,9,Female,2020-09-17,Active
STU001235,SCH022,12,Female,2019-02-22,Active
STU000976,SCH030,2,Female,2020-12-29,Active
STU004435,SCH031,3,Non-specified,2020-10-22,Active
STU009149,SCH005,1,Male,2021-05-03,Active
STU008578,SCH008,3,Female,2023-02-14,Active
STU007169,SCH035,10,Female,2021-09-12,Active
STU008262,SCH010,5,Male,2021-09-08,Active
STU009577,SCH005,3,Female,2022-09-16,Active
STU009737,SCH027,10,Non-specified,2021-11-09,Active
STU000248,SCH039,3,Male,2021-05-05,Active
STU005525,SCH022,11,Female,2022-02-11,Active
STU004122,SCH018,5,Non-specified,2019-10-04,Active
STU004693,SCH023,7,Male,2018-09-16,Active
STU002775,SCH044,7,Female,2022-06-06,Active
STU000887,SCH020,1,Male,2022-02-06,Active
STU001432,SCH022,11,Male,2019-08-25,Active
STU009023,SCH019,0,Male,2018-10-23,Active
STU006715,SCH048,2,Female,2021-10-22,Left
STU003846,SCH012,10,Female,2021-02-15,Left
STU005049,SCH029,9,Male,2021-05-18,Left
STU005522,SCH047,6,Male,2022-11-29,Left
STU000168,SCH002,12,Male,2021-02-12,Left
STU002220,SCH024,12,Male,2019-02-28,Left
STU008865,SCH018,1,Male,2018-09-14,Left
STU001707,SCH032,8,Male,2020-07-25,Left
STU003029,SCH039,1,Female,2018-09-08,Left
STU002935,SCH020,6,Male,2020-05-09,Left
STU010026,SCH039,0,Female,2024-03-01,Active
STU010027,SCH030,3,Female,2024-03-01,Active
STU010028,SCH030,0,Male,2024-03-01,Active
STU010029,SCH006,6,Female,2024-03-01,Active
STU010030,SCH035,7,Female,2024-03-01,Active
STU010031,SCH040,0,Female,2024-03-01,Active
STU010032,SCH010,11,Female,2024-03-01,Active
STU010033,SCH039,2,Female,2024-03-01,Active
STU010034,SCH019,5,Male,2024-03-01,Active
STU010035,SCH019,0,Female,2024-03-01,Active
STU010036,SCH033,0,Male,2024-03-01,Active
STU010037,SCH015,0,Female,2024-03-01,Active
STU010038,SCH035,7,Male,2024-03-01,Active
STU010039,SCH005,0,Female,2024-03-01,Active
STU010040,SCH046,12,Female,2024-03-01,Active
STU010041,SCH010,0,Female,2024-03-01,Active
STU010042,SCH027,7,Male,2024-03-01,Active
STU010043,SCH031,6,Female,2024-03-01,Active
STU010044,SCH028,5,Female,2024-03-01,Active
STU010045,SCH046,9,Female,2024-03-01,Active
STU010046,SCH014,0,Female,2024-03-01,Active
STU010047,SCH042,12,Male,2024-03-01,Active
STU010048,SCH046,8,Male,2024-03-01,Active
STU010049,SCH011,0,Female,2024-03-01,Active
STU010050,SCH021,9,Male,2024-03-01,Active
STU_CAVEAT_MISSING_SCHOOL,,7,Non-specified,2024-03-01,Active
