student_id,school_id,year_level,gender,enrolment_date,status
STU002890,SCH025,1,Male,2021-12-19,Active
STU000154,SCH006,1,Male,2019-03-27,Active
STU009474,SCH046,8,Female,2021-01-03,Active
STU004145,SCH023,8,Male,2023-02-08,Active
STU005068,SCH027,7,Female,2019-08-15,Active
STU006307,SCH006,6,Male,2020-02-26,Active
STU006967,SCH017,12,Male,2021-02-18,Active
STU008444,SCH021,9,Female,2020-12-20,Active
STU004424,SCH050,9,Female,2018-06-29,Active
STU006144,SCH046,4,Male,2018-04-24,Active
STU002933,SCH024,12,Male,2018-04-01,Active
STU000017,SCH021,12,Male,2021-09-19,Active
STU008237,SCH021,11,Male,2021-02-16,Active
STU001216,SCH031,10,Male,2021-11-15,Active
STU002233,SCH027,8,Male,2021-06-23,Active
STU005492,SCH012,10,Female,2022-07-23,Active
STU006355,SCH038,6,Female,2022-05-26,Active
STU004448,SCH038,5,Male,2018-08-26,Active
STU005802,SCH010,9,Male,2022-09-16,Left
STU000354,SCH031,1,Male,2022-05-17,Left
STU005647,SCH038,4,Male,2021-05-18,Left
STU001504,SCH024,11,Male,2022-04-07,Left
STU009089,SCH047,1,Male,2019-04-08,Left
STU003916,SCH017,12,Male,2018-08-15,Left
STU010319,SCH003,0,Female,2025-01-01,Left
STU008452,SCH026,2,Male,2021-06-24,Left
STU003050,SCH041,2,Male,2021-07-27,Left
STU006098,SCH050,9,Male,2021-11-15,Left
STU010826,SCH023,9,Female,2025-06-01,Active
STU010827,SCH039,0,Male,2025-06-01,Active
STU010828,SCH038,0,Female,2025-06-01,Active
STU010829,SCH021,0,Female,2025-06-01,Active
STU010830,SCH037,0,Male,2025-06-01,Active
STU010831,SCH003,4,Male,2025-06-01,Active
STU010832,SCH028,0,Female,2025-06-01,Active
STU010833,SCH045,7,Male,2025-06-01,Active
STU010834,SCH010,0,Male,2025-06-01,Active
STU010835,SCH036,3,Male,2025-06-01,Active
STU010836,SCH039,5,Female,2025-06-01,Active
STU010837,SCH037,3,Male,2025-06-01,Active
STU010838,SCH029,10,Female,2025-06-01,Active
STU010839,SCH020,6,Male,2025-06-01,Active
STU010840,SCH026,2,Female,2025-06-01,Active
STU010841,SCH046,11,Female,2025-06-01,Active
STU010842,SCH017,11,Male,2025-06-01,Active
STU010843,SCH021,7,Female,2025-06-01,Active
STU010844,SCH006,0,Male,2025-06-01,Active
STU010845,SCH032,8,Female,2025-06-01,Active
STU010846,SCH013,0,Female,2025-06-01,Active
STU010847,SCH010,6,Male,2025-06-01,Active
STU010848,SCH030,0,Female,2025-06-01,Active
STU010849,SCH045,10,Female,2025-06-01,Active
STU010850,SCH027,8,Female,2025-06-01,Active
