attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202506000001,STU000001,SCH010,2025-06-01,22,17,Medical
ATT202506000002,STU000002,SCH021,2025-06-01,18,13,Unauthorised
ATT202506000003,STU000003,SCH002,2025-06-01,18,13,Illness
ATT202506000004,STU000004,SCH040,2025-06-01,19,16,Other
ATT202506000005,STU000005,SCH043,2025-06-01,22,18,Family
ATT202506000006,STU000006,SCH047,2025-06-01,20,18,Family
ATT202506000007,STU000007,SCH031,2025-06-01,20,18,Medical
ATT202506000009,STU000009,SCH001,2025-06-01,19,15,Medical
ATT202506000010,STU000010,SCH043,2025-06-01,21,17,Other
ATT202506000011,STU000011,SCH023,2025-06-01,20,17,Family
ATT202506000012,STU000012,SCH020,2025-06-01,22,18,Other
ATT202506000013,STU000013,SCH045,2025-06-01,18,16,Other
ATT202506000014,STU000014,SCH029,2025-06-01,19,15,Family
ATT202506000015,STU000015,SCH006,2025-06-01,21,19,Medical
ATT202506000016,STU000016,SCH005,2025-06-01,21,18,Medical
ATT202506000017,STU000017,SCH021,2025-06-01,19,15,Other
ATT202506000018,STU000018,SCH025,2025-06-01,20,18,Illness
ATT202506000019,STU000019,SCH005,2025-06-01,21,19,Illness
ATT202506000020,STU000020,SCH027,2025-06-01,18,15,Medical
ATT202506000022,STU000022,SCH041,2025-06-01,22,20,Family
ATT202506000023,STU000023,SCH027,2025-06-01,22,18,Family
ATT202506000024,STU000024,SCH032,2025-06-01,18,16,Medical
ATT202506000025,STU000025,SCH020,2025-06-01,20,16,Other
ATT202506000026,STU000026,SCH036,2025-06-01,21,18,Family
ATT202506000027,STU000027,SCH023,2025-06-01,18,16,Medical
ATT202506000028,STU000028,SCH005,2025-06-01,19,17,Unauthorised
ATT202506000030,STU000030,SCH028,2025-06-01,20,16,Illness
ATT202506000031,STU000031,SCH021,2025-06-01,18,15,Unauthorised
ATT202506000032,STU000032,SCH014,2025-06-01,19,16,Medical
ATT202506000033,STU000033,SCH040,2025-06-01,19,17,Illness
ATT202506000034,STU000034,SCH009,2025-06-01,22,19,Medical
ATT202506000035,STU000035,SCH014,2025-06-01,18,15,Other
ATT202506000036,STU000036,SCH029,2025-06-01,18,15,Illness
ATT202506000037,STU000037,SCH036,2025-06-01,21,17,Medical
ATT202506000038,STU000038,SCH008,2025-06-01,19,17,Unauthorised
ATT202506000039,STU000039,SCH014,2025-06-01,19,15,Illness
ATT202506000040,STU000040,SCH008,2025-06-01,22,19,Other
ATT202506000041,STU000041,SCH013,2025-06-01,22,19,Other
ATT202506000043,STU000043,SCH038,2025-06-01,22,20,Illness
ATT202506000045,STU000045,SCH009,2025-06-01,19,16,Medical
ATT202506000046,STU000046,SCH045,2025-06-01,20,17,Other
ATT202506000047,STU000047,SCH029,2025-06-01,20,16,Unauthorised
ATT202506000049,STU000049,SCH037,2025-06-01,22,19,Medical
ATT202506000050,STU000050,SCH027,2025-06-01,18,16,Medical
ATT202506000051,STU000051,SCH017,2025-06-01,20,16,Medical
ATT202506000052,STU000052,SCH005,2025-06-01,22,18,Other
ATT202506000053,STU000053,SCH043,2025-06-01,21,17,Other
ATT202506000054,STU000054,SCH045,2025-06-01,22,17,Medical
ATT202506000055,STU000055,SCH030,2025-06-01,21,18,Medical
ATT202506000056,STU000056,SCH048,2025-06-01,21,19,Unauthorised
