student_id,school_id,year_level,gender,enrolment_date,status
STU009107,SCH028,3,Female,2020-10-23,Active
STU006317,SCH037,5,Female,2023-02-14,Active
STU002065,SCH031,4,Female,2023-01-30,Active
STU000571,SCH021,7,Female,2020-04-11,Active
STU000430,SCH021,8,Female,2022-03-08,Active
STU002953,SCH016,6,Male,2022-10-26,Active
STU010104,SCH027,8,Male,2024-06-01,Active
STU002725,SCH010,8,Female,2021-02-02,Active
STU001567,SCH046,3,Female,2018-09-13,Active
STU006608,SCH036,6,Male,2019-06-24,Active
STU003404,SCH033,6,Female,2023-01-12,Active
STU003443,SCH010,7,Male,2022-08-16,Active
STU008240,SCH037,2,Female,2019-10-09,Active
STU004587,SCH038,6,Female,2020-11-10,Active
STU003983,SCH028,5,Male,2020-07-05,Active
STU004448,SCH028,5,Male,2018-08-26,Active
STU009771,SCH034,11,Female,2021-12-15,Active
STU006323,SCH008,5,Male,2018-03-06,Active
STU001341,SCH035,8,Male,2019-04-15,Left
STU006900,SCH048,5,Female,2020-10-20,Left
STU002210,SCH003,4,Male,2021-09-16,Left
STU001417,SCH026,4,Female,2022-07-06,Left
STU000069,SCH021,10,Male,2018-03-08,Left
STU008060,SCH050,7,Male,2022-04-29,Left
STU000146,SCH027,7,Male,2023-01-05,Left
STU006527,SCH022,12,Male,2022-05-29,Left
STU004398,SCH024,12,Female,2019-09-28,Left
STU002349,SCH047,2,Male,2020-06-14,Left
STU010801,SCH033,5,Male,2025-05-01,Active
STU010802,SCH045,8,Male,2025-05-01,Active
STU010803,SCH015,0,Male,2025-05-01,Active
STU010804,SCH027,8,Female,2025-05-01,Active
STU010805,SCH014,5,Female,2025-05-01,Active
STU010806,SCH028,0,Female,2025-05-01,Active
STU010807,SCH025,0,Male,2025-05-01,Active
STU010808,SCH020,6,Female,2025-05-01,Active
STU010809,SCH019,3,Female,2025-05-01,Active
STU010810,SCH010,11,Female,2025-05-01,Active
STU010811,SCH047,2,Male,2025-05-01,Active
STU010812,SCH030,0,Female,2025-05-01,Active
STU010813,SCH042,12,Male,2025-05-01,Active
STU010814,SCH006,3,Male,2025-05-01,Active
STU010815,SCH024,11,Female,2025-05-01,Active
STU010816,SCH023,7,Female,2025-05-01,Active
STU010817,SCH009,7,Female,2025-05-01,Active
STU010818,SCH031,4,Male,2025-05-01,Active
STU010819,SCH045,7,Male,2025-05-01,Active
STU010820,SCH013,3,Female,2025-05-01,Active
STU010821,SCH019,0,Male,2025-05-01,Active
STU010822,SCH004,0,Male,2025-05-01,Active
STU010823,SCH009,8,Male,2025-05-01,Active
STU010824,SCH009,7,Female,2025-05-01,Active
STU010825,SCH026,0,Female,2025-05-01,Active
