attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202505000001,STU000001,SCH010,2025-05-01,18,16,Medical
ATT202505000002,STU000002,SCH021,2025-05-01,22,20,Unauthorised
ATT202505000003,STU000003,SCH002,2025-05-01,22,20,Other
ATT202505000004,STU000004,SCH040,2025-05-01,18,17,Medical
ATT202505000005,STU000005,SCH043,2025-05-01,21,18,Unauthorised
ATT202505000006,STU000006,SCH047,2025-05-01,19,18,Other
ATT202505000007,STU000007,SCH031,2025-05-01,21,19,Illness
ATT202505000009,STU000009,SCH001,2025-05-01,21,19,Medical
ATT202505000010,STU000010,SCH043,2025-05-01,18,17,Illness
ATT202505000011,STU000011,SCH023,2025-05-01,20,17,Family
ATT202505000012,STU000012,SCH020,2025-05-01,20,17,Medical
ATT202505000013,STU000013,SCH045,2025-05-01,20,18,Family
ATT202505000014,STU000014,SCH029,2025-05-01,22,19,Family
ATT202505000015,STU000015,SCH006,2025-05-01,18,18,
ATT202505000016,STU000016,SCH005,2025-05-01,18,17,Other
ATT202505000017,STU000017,SCH034,2025-05-01,19,14,Unauthorised
ATT202505000018,STU000018,SCH025,2025-05-01,22,21,Illness
ATT202505000019,STU000019,SCH005,2025-05-01,22,21,Unauthorised
ATT202505000020,STU000020,SCH027,2025-05-01,20,18,Illness
ATT202505000022,STU000022,SCH041,2025-05-01,19,18,Unauthorised
ATT202505000023,STU000023,SCH027,2025-05-01,21,19,Medical
ATT202505000024,STU000024,SCH032,2025-05-01,18,17,Illness
ATT202505000025,STU000025,SCH020,2025-05-01,18,16,Family
ATT202505000026,STU000026,SCH036,2025-05-01,20,18,Unauthorised
ATT202505000027,STU000027,SCH023,2025-05-01,18,17,Medical
ATT202505000028,STU000028,SCH005,2025-05-01,18,18,
ATT202505000030,STU000030,SCH028,2025-05-01,20,18,Other
ATT202505000031,STU000031,SCH021,2025-05-01,18,16,Unauthorised
ATT202505000032,STU000032,SCH014,2025-05-01,19,18,Other
ATT202505000033,STU000033,SCH040,2025-05-01,21,21,
ATT202505000034,STU000034,SCH009,2025-05-01,22,20,Medical
ATT202505000035,STU000035,SCH014,2025-05-01,21,20,Family
ATT202505000036,STU000036,SCH029,2025-05-01,18,16,Unauthorised
ATT202505000037,STU000037,SCH036,2025-05-01,21,19,Other
ATT202505000038,STU000038,SCH008,2025-05-01,22,20,Other
ATT202505000039,STU000039,SCH014,2025-05-01,19,18,Illness
ATT202505000040,STU000040,SCH008,2025-05-01,22,19,Family
ATT202505000041,STU000041,SCH013,2025-05-01,19,18,Other
ATT202505000043,STU000043,SCH038,2025-05-01,18,17,Other
ATT202505000045,STU000045,SCH009,2025-05-01,22,19,Other
ATT202505000046,STU000046,SCH045,2025-05-01,19,17,Illness
ATT202505000047,STU000047,SCH029,2025-05-01,21,18,Illness
