attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202502000001,STU000001,SCH010,2025-02-01,21,17,Unauthorised
ATT202502000002,STU000002,SCH021,2025-02-01,22,20,Family
ATT202502000003,STU000003,SCH002,2025-02-01,19,17,Medical
ATT202502000004,STU000004,SCH040,2025-02-01,20,19,Other
ATT202502000005,STU000005,SCH043,2025-02-01,18,16,Illness
ATT202502000006,STU000006,SCH047,2025-02-01,19,17,Medical
ATT202502000007,STU000007,SCH031,2025-02-01,19,18,Unauthorised
ATT202502000009,STU000009,SCH001,2025-02-01,21,19,Medical
ATT202502000010,STU000010,SCH043,2025-02-01,18,15,Unauthorised
ATT202502000011,STU000011,SCH023,2025-02-01,20,16,Unauthorised
ATT202502000012,STU000012,SCH020,2025-02-01,19,16,Family
ATT202502000013,STU000013,SCH045,2025-02-01,22,21,Family
ATT202502000014,STU000014,SCH029,2025-02-01,19,17,Illness
ATT202502000015,STU000015,SCH006,2025-02-01,18,18,
ATT202502000016,STU000016,SCH005,2025-02-01,19,18,Medical
ATT202502000017,STU000017,SCH034,2025-02-01,22,17,Medical
ATT202502000018,STU000018,SCH025,2025-02-01,20,19,Family
ATT202502000019,STU000019,SCH005,2025-02-01,19,18,Other
ATT202502000020,STU000020,SCH027,2025-02-01,19,17,Medical
ATT202502000022,STU000022,SCH041,2025-02-01,18,18,
ATT202502000023,STU000023,SCH027,2025-02-01,19,17,Other
ATT202502000024,STU000024,SCH032,2025-02-01,21,20,Other
ATT202502000025,STU000025,SCH020,2025-02-01,21,18,Other
ATT202502000026,STU000026,SCH036,2025-02-01,22,20,Family
ATT202502000027,STU000027,SCH023,2025-02-01,21,20,Medical
ATT202502000028,STU000028,SCH005,2025-02-01,20,19,Illness
ATT202502000030,STU000030,SCH028,2025-02-01,20,18,Illness
ATT202502000031,STU000031,SCH021,2025-02-01,19,17,Other
ATT202502000032,STU000032,SCH014,2025-02-01,20,19,Family
ATT202502000033,STU000033,SCH040,2025-02-01,19,19,
ATT202502000034,STU000034,SCH009,2025-02-01,18,16,Illness
ATT202502000035,STU000035,SCH011,2025-02-01,19,18,Family
ATT202502000036,STU000036,SCH029,2025-02-01,22,20,Unauthorised
ATT202502000037,STU000037,SCH036,2025-02-01,18,16,Unauthorised
ATT202502000038,STU000038,SCH008,2025-02-01,19,18,Illness
ATT202502000039,STU000039,SCH014,2025-02-01,18,16,Other
ATT202502000040,STU000040,SCH008,2025-02-01,20,18,Unauthorised
ATT202502000041,STU000041,SCH013,2025-02-01,19,19,
ATT202502000043,STU000043,SCH038,2025-02-01,19,18,Medical
ATT202502000045,STU000045,SCH009,2025-02-01,20,17,Family
ATT202502000046,STU000046,SCH045,2025-02-01,18,16,Unauthorised
ATT202502000047,STU000047,SCH029,2025-02-01,20,19,Other
ATT202502000049,STU000049,SCH037,2025-02-01,18,16,Family
ATT202502000050,STU000050,SCH027,2025-02-01,21,19,Medical
ATT202502000051,STU000051,SCH017,2025-02-01,19,17,Unauthorised
ATT202502000052,STU000052,SCH005,2025-02-01,20,18,Unauthorised
ATT202502000053,STU000053,SCH043,2025-02-01,22,18,Medical
ATT202502000054,STU000054,SCH045,2025-02-01,21,19,Family
ATT202502000055,STU000055,SCH030,2025-02-01,18,17,Family
ATT202502000056,STU000056,SCH048,2025-02-01,19,19,
ATT202502000057,STU000057,SCH021,2025-02-01,18,17,Illness
ATT202502000058,STU000058,SCH002,2025-02-01,18,14,Unauthorised
ATT202502000059,STU000059,SCH034,2025-02-01,21,19,Other
ATT202502000060,STU000060,SCH012,2025-02-01,20,19,Medical
ATT202502000061,STU000061,SCH009,2025-02-01,19,18,Family
ATT202502000062,STU000062,SCH018,2025-02-01,22,20,Medical
ATT202502000064,STU000064,SCH029,2025-02-01,21,20,Unauthorised
ATT202502000065,STU000065,SCH027,2025-02-01,18,16,Medical
ATT202502000066,STU000066,SCH010,2025-02-01,18,17,Medical
ATT202502000068,STU000068,SCH010,2025-02-01,18,18,
ATT202502000069,STU000069,SCH021,2025-02-01,18,16,Medical
ATT202502000070,STU000070,SCH047,2025-02-01,19,17,Other
ATT202502000071,STU000071,SCH005,2025-02-01,20,19,Other
ATT202502000072,STU000072,SCH001,2025-02-01,21,17,Medical
ATT202502000074,STU000074,SCH004,2025-02-01,22,19,Illness
ATT202502000075,STU000075,SCH025,2025-02-01,18,17,Illness
ATT202502000076,STU000076,SCH045,2025-02-01,21,19,Illness
ATT202502000077,STU000077,SCH045,2025-02-01,19,17,Family
ATT202502000078,STU000078,SCH001,2025-02-01,21,17,Family
ATT202502000079,STU000079,SCH004,2025-02-01,20,20,
ATT202502000080,STU000080,SCH019,2025-02-01,20,19,Unauthorised
ATT202502000081,STU000081,SCH021,2025-02-01,18,16,Family
ATT202502000082,STU000082,SCH016,2025-02-01,20,19,Unauthorised
ATT202502000083,STU000083,SCH038,2025-02-01,22,21,Medical
ATT202502000084,STU000084,SCH003,2025-02-01,18,16,Family
ATT202502000085,STU000085,SCH013,2025-02-01,19,17,Family
ATT202502000086,STU000086,SCH035,2025-02-01,22,18,Medical
ATT202502000087,STU000087,SCH041,2025-02-01,18,16,Medical
ATT202502000088,STU000088,SCH049,2025-02-01,22,20,Family
ATT202502000089,STU000089,SCH043,2025-02-01,21,18,Medical
ATT202502000090,STU000090,SCH008,2025-02-01,19,17,Illness
ATT202502000091,STU000091,SCH042,2025-02-01,21,19,Family
ATT202502000092,STU000092,SCH008,2025-02-01,19,18,Unauthorised
ATT202502000093,STU000093,SCH048,2025-02-01,22,20,Illness
ATT202502000094,STU000094,SCH006,2025-02-01,21,20,Family
ATT202502000095,STU000095,SCH012,2025-02-01,22,20,Illness
ATT202502000096,STU000096,SCH017,2025-02-01,19,17,Illness
ATT202502000097,STU000097,SCH022,2025-02-01,18,15,Family
ATT202502000098,STU000098,SCH046,2025-02-01,20,18,Unauthorised
ATT202502000102,STU000102,SCH037,2025-02-01,22,20,Other
ATT202502000103,STU000103,SCH006,2025-02-01,22,20,Other
ATT202502000104,STU000104,SCH019,2025-02-01,19,17,Medical
ATT202502000106,STU000106,SCH046,2025-02-01,19,18,Unauthorised
ATT202502000107,STU000107,SCH016,2025-02-01,19,18,Illness
ATT202502000108,STU000108,SCH045,2025-02-01,18,17,Medical
ATT202502000109,STU000109,SCH008,2025-02-01,21,18,Family
ATT202502000110,STU000110,SCH019,2025-02-01,18,16,Family
ATT202502000112,STU000112,SCH036,2025-02-01,18,17,Unauthorised
ATT202502000114,STU000114,SCH046,2025-02-01,22,19,Family
ATT202502000115,STU000115,SCH029,2025-02-01,22,21,Unauthorised
ATT202502000116,STU000116,SCH027,2025-02-01,19,18,Unauthorised
ATT202502000117,STU000117,SCH047,2025-02-01,18,16,Medical
ATT202502000118,STU000118,SCH012,2025-02-01,18,16,Illness
ATT202502000119,STU000119,SCH040,2025-02-01,22,18,Illness
ATT202502000121,STU000121,SCH002,2025-02-01,18,15,Family
ATT202502000122,STU000122,SCH039,2025-02-01,20,18,Illness
ATT202502000123,STU000123,SCH021,2025-02-01,21,19,Family
ATT202502000124,STU000124,SCH010,2025-02-01,22,19,Illness
ATT202502000125,STU000125,SCH033,2025-02-01,19,17,Illness
ATT202502000126,STU000126,SCH026,2025-02-01,21,21,
ATT202502000127,STU000127,SCH012,2025-02-01,21,19,Illness
ATT202502000128,STU000128,SCH018,2025-02-01,22,20,Illness
ATT202502000129,STU000129,SCH012,2025-02-01,20,16,Illness
ATT202502000130,STU000130,SCH032,2025-02-01,21,20,Other
ATT202502000131,STU000131,SCH030,2025-02-01,19,19,
ATT202502000132,STU000132,SCH013,2025-02-01,21,19,Other
ATT202502000134,STU000134,SCH010,2025-02-01,19,17,Illness
ATT202502000135,STU000135,SCH027,2025-02-01,22,20,Other
ATT202502000136,STU000136,SCH020,2025-02-01,19,18,Unauthorised
ATT202502000137,STU000137,SCH028,2025-02-01,22,20,Illness
ATT202502000138,STU000138,SCH025,2025-02-01,22,21,Unauthorised
ATT202502000139,STU000139,SCH029,2025-02-01,19,18,Family
ATT202502000141,STU000141,SCH010,2025-02-01,19,17,Medical
ATT202502000142,STU000142,SCH009,2025-02-01,22,20,Medical
