student_id,school_id,year_level,gender,enrolment_date,status
STU008241,SCH008,6,Male,2022-05-28,Active
STU001982,SCH032,7,Female,2020-01-08,Active
STU009626,SCH046,7,Male,2020-01-19,Active
STU000944,SCH034,11,Female,2018-02-09,Active
STU010559,SCH016,3,Male,2025-01-01,Active
STU000442,SCH031,7,Male,2019-10-15,Active
STU003915,SCH021,7,Male,2021-05-28,Active
STU007262,SCH032,9,Male,2019-11-29,Active
STU005636,SCH006,1,Female,2020-03-07,Active
STU005990,SCH034,12,Male,2022-07-26,Active
STU002784,SCH046,7,Female,2019-12-19,Active
STU002232,SCH042,12,Female,2023-11-24,Active
STU005912,SCH031,12,Male,2019-04-29,Active
STU010519,SCH005,0,Female,2025-01-01,Active
STU006616,SCH045,7,Male,2021-12-12,Active
STU008249,SCH008,2,Female,2018-01-02,Active
STU004318,SCH027,8,Male,2023-05-22,Active
STU003075,SCH024,11,Female,2020-10-26,Active
STU006864,SCH034,12,Female,2023-11-05,Left
STU006021,SCH008,2,Female,2023-08-01,Left
STU005675,SCH010,11,Male,2019-05-06,Left
STU004313,SCH031,7,Female,2021-06-24,Left
STU002489,SCH045,9,Female,2019-03-19,Left
STU007679,SCH028,5,Male,2022-01-18,Left
STU004702,SCH048,4,Female,2021-04-21,Left
STU002135,SCH023,10,Male,2021-07-01,Left
STU000387,SCH027,9,Male,2018-04-23,Left
STU002520,SCH027,7,Male,2023-01-13,Left
STU010726,SCH040,0,Female,2025-02-01,Active
STU010727,SCH037,1,Male,2025-02-01,Active
STU010728,SCH001,12,Female,2025-02-01,Active
STU010729,SCH014,0,Female,2025-02-01,Active
STU010730,SCH024,12,Female,2025-02-01,Active
STU010731,SCH011,6,Female,2025-02-01,Active
STU010732,SCH045,7,Male,2025-02-01,Active
STU010733,SCH042,12,Male,2025-02-01,Active
STU010734,SCH038,0,Female,2025-02-01,Active
STU010735,SCH043,9,Male,2025-02-01,Active
STU010736,SCH015,0,Female,2025-02-01,Active
STU010737,SCH023,7,Female,2025-02-01,Active
STU010738,SCH013,0,Male,2025-02-01,Active
STU010739,SCH009,9,Female,2025-02-01,Active
STU010740,SCH025,0,Female,2025-02-01,Active
STU010741,SCH046,0,Female,2025-02-01,Active
STU010742,SCH014,0,Male,2025-02-01,Active
STU010743,SCH003,0,Male,2025-02-01,Active
STU010744,SCH026,3,Male,2025-02-01,Active
STU010745,SCH050,10,Female,2025-02-01,Active
STU010746,SCH013,0,Female,2025-02-01,Active
STU010747,SCH022,11,Female,2025-02-01,Active
STU010748,SCH010,11,Female,2025-02-01,Active
STU010749,SCH020,0,Female,2025-02-01,Active
STU010750,SCH039,0,Female,2025-02-01,Active
