attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202401000001,STU000001,SCH015,2024-01-01,3,3,
ATT202401000002,STU000002,SCH021,2024-01-01,2,2,
ATT202401000003,STU000003,SCH002,2024-01-01,2,2,
ATT202401000004,STU000004,SCH040,2024-01-01,1,1,
ATT202401000005,STU000005,SCH043,2024-01-01,1,1,
ATT202401000006,STU000006,SCH047,2024-01-01,2,2,
ATT202401000007,STU000007,SCH031,2024-01-01,2,2,
ATT202401000008,STU000008,SCH042,2024-01-01,3,3,
ATT202401000009,STU000009,SCH001,2024-01-01,2,2,
ATT202401000010,STU000010,SCH043,2024-01-01,1,1,
ATT202401000011,STU000011,SCH038,2024-01-01,1,1,
ATT202401000012,STU000012,SCH020,2024-01-01,1,1,
ATT202401000013,STU000013,SCH045,2024-01-01,2,2,
ATT202401000014,STU000014,SCH029,2024-01-01,3,3,
ATT202401000015,STU000015,SCH006,2024-01-01,3,3,
ATT202401000016,STU000016,SCH005,2024-01-01,2,2,
ATT202401000017,STU000017,SCH034,2024-01-01,3,3,
ATT202401000018,STU000018,SCH025,2024-01-01,2,2,
ATT202401000019,STU000019,SCH005,2024-01-01,2,2,
ATT202401000020,STU000020,SCH027,2024-01-01,1,1,
ATT202401000021,STU000021,SCH002,2024-01-01,1,1,
ATT202401000022,STU000022,SCH041,2024-01-01,2,2,
ATT202401000023,STU000023,SCH027,2024-01-01,2,2,
ATT202401000024,STU000024,SCH032,2024-01-01,3,3,
ATT202401000025,STU000025,SCH020,2024-01-01,2,2,
ATT202401000026,STU000026,SCH036,2024-01-01,2,2,
ATT202401000027,STU000027,SCH023,2024-01-01,2,2,
ATT202401000028,STU000028,SCH005,2024-01-01,2,2,
ATT202401000029,STU000029,SCH024,2024-01-01,1,1,
ATT202401000030,STU000030,SCH028,2024-01-01,3,3,
ATT202401000031,STU000031,SCH021,2024-01-01,2,2,
ATT202401000032,STU000032,SCH014,2024-01-01,3,3,
ATT202401000033,STU000033,SCH040,2024-01-01,3,3,
ATT202401000034,STU000034,SCH009,2024-01-01,3,3,
ATT202401000035,STU000035,SCH011,2024-01-01,1,1,
ATT202401000036,STU000036,SCH029,2024-01-01,3,3,
ATT202401000037,STU000037,SCH036,2024-01-01,3,3,
ATT202401000038,STU000038,SCH008,2024-01-01,2,2,
ATT202401000039,STU000039,SCH014,2024-01-01,2,2,
ATT202401000040,STU000040,SCH008,2024-01-01,2,2,
ATT202401000041,STU000041,SCH013,2024-01-01,2,2,
ATT202401000042,STU000042,SCH049,2024-01-01,1,1,
ATT202401000043,STU000043,SCH038,2024-01-01,1,1,
ATT202401000044,STU000044,SCH041,2024-01-01,1,1,
ATT202401000045,STU000045,SCH009,2024-01-01,1,1,
ATT202401000046,STU000046,SCH045,2024-01-01,3,3,
ATT202401000047,STU000047,SCH029,2024-01-01,3,3,
ATT202401000048,STU000048,SCH022,2024-01-01,3,3,
ATT202401000049,STU000049,SCH037,2024-01-01,3,3,
ATT202401000050,STU000050,SCH027,2024-01-01,2,2,
ATT202401000051,STU000051,SCH017,2024-01-01,1,1,
ATT202401000052,STU000052,SCH005,2024-01-01,3,3,
ATT202401000053,STU000053,SCH043,2024-01-01,3,3,
ATT202401000054,STU000054,SCH045,2024-01-01,3,3,
ATT202401000055,STU000055,SCH030,2024-01-01,1,1,
ATT202401000056,STU000056,SCH048,2024-01-01,3,3,
ATT202401000057,STU000057,SCH021,2024-01-01,2,2,
ATT202401000058,STU000058,SCH002,2024-01-01,2,2,
ATT202401000059,STU000059,SCH034,2024-01-01,1,1,
ATT202401000060,STU000060,SCH012,2024-01-01,1,1,
ATT202401000061,STU000061,SCH009,2024-01-01,3,3,
ATT202401000062,STU000062,SCH018,2024-01-01,2,2,
ATT202401000063,STU000063,SCH022,2024-01-01,2,2,
ATT202401000064,STU000064,SCH029,2024-01-01,1,1,
ATT202401000065,STU000065,SCH027,2024-01-01,1,1,
ATT202401000066,STU000066,SCH010,2024-01-01,1,1,
ATT202401000067,STU000067,SCH034,2024-01-01,1,1,
ATT202401000068,STU000068,SCH010,2024-01-01,1,1,
ATT202401000069,STU000069,SCH021,2024-01-01,3,3,
ATT202401000070,STU000070,SCH047,2024-01-01,2,2,
ATT202401000071,STU000071,SCH005,2024-01-01,3,3,
ATT202401000072,STU000072,SCH001,2024-01-01,1,1,
ATT202401000073,STU000073,SCH034,2024-01-01,2,2,
ATT202401000074,STU000074,SCH004,2024-01-01,1,1,
ATT202401000075,STU000075,SCH025,2024-01-01,1,1,
ATT202401000076,STU000076,SCH045,2024-01-01,1,1,
ATT202401000077,STU000077,SCH045,2024-01-01,2,2,
ATT202401000078,STU000078,SCH001,2024-01-01,2,2,
ATT202401000079,STU000079,SCH004,2024-01-01,2,2,
ATT202401000080,STU000080,SCH019,2024-01-01,2,2,
ATT202401000081,STU000081,SCH021,2024-01-01,1,1,
ATT202401000082,STU000082,SCH016,2024-01-01,2,2,
ATT202401000083,STU000083,SCH038,2024-01-01,1,1,
ATT202401000084,STU000084,SCH003,2024-01-01,2,2,
ATT202401000085,STU000085,SCH013,2024-01-01,2,2,
ATT202401000086,STU000086,SCH019,2024-01-01,3,3,
ATT202401000087,STU000087,SCH041,2024-01-01,3,3,
ATT202401000088,STU000088,SCH049,2024-01-01,3,3,
ATT202401000089,STU000089,SCH015,2024-01-01,1,1,
ATT202401000090,STU000090,SCH008,2024-01-01,3,3,
ATT202401000091,STU000091,SCH042,2024-01-01,2,2,
ATT202401000092,STU000092,SCH008,2024-01-01,1,1,
ATT202401000093,STU000093,SCH048,2024-01-01,3,3,
ATT202401000094,STU000094,SCH006,2024-01-01,2,2,
ATT202401000095,STU000095,SCH012,2024-01-01,1,1,
ATT202401000096,STU000096,SCH017,2024-01-01,2,2,
ATT202401000097,STU000097,SCH022,2024-01-01,2,1,Medical
