attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202501000001,STU000001,SCH010,2025-01-01,2,2,
ATT202501000002,STU000002,SCH021,2025-01-01,1,1,
ATT202501000003,STU000003,SCH002,2025-01-01,2,2,
ATT202501000004,STU000004,SCH040,2025-01-01,2,2,
ATT202501000005,STU000005,SCH043,2025-01-01,2,2,
ATT202501000006,STU000006,SCH047,2025-01-01,1,1,
ATT202501000007,STU000007,SCH031,2025-01-01,1,1,
ATT202501000009,STU000009,SCH001,2025-01-01,1,1,
ATT202501000010,STU000010,SCH043,2025-01-01,2,2,
ATT202501000011,STU000011,SCH023,2025-01-01,2,2,
ATT202501000012,STU000012,SCH020,2025-01-01,2,2,
ATT202501000013,STU000013,SCH045,2025-01-01,1,1,
ATT202501000014,STU000014,SCH029,2025-01-01,3,3,
ATT202501000015,STU000015,SCH006,2025-01-01,2,2,
ATT202501000016,STU000016,SCH005,2025-01-01,2,2,
ATT202501000017,STU000017,SCH034,2025-01-01,1,1,
ATT202501000018,STU000018,SCH025,2025-01-01,3,3,
ATT202501000019,STU000019,SCH005,2025-01-01,1,1,
ATT202501000020,STU000020,SCH027,2025-01-01,1,1,
ATT202501000022,STU000022,SCH041,2025-01-01,2,2,
ATT202501000023,STU000023,SCH027,2025-01-01,1,1,
ATT202501000024,STU000024,SCH032,2025-01-01,3,3,
ATT202501000025,STU000025,SCH020,2025-01-01,3,3,
ATT202501000026,STU000026,SCH036,2025-01-01,3,3,
ATT202501000027,STU000027,SCH023,2025-01-01,1,1,
ATT202501000028,STU000028,SCH005,2025-01-01,1,1,
ATT202501000030,STU000030,SCH028,2025-01-01,2,2,
ATT202501000031,STU000031,SCH021,2025-01-01,1,1,
ATT202501000032,STU000032,SCH014,2025-01-01,3,3,
ATT202501000033,STU000033,SCH040,2025-01-01,3,3,
ATT202501000034,STU000034,SCH009,2025-01-01,3,3,
ATT202501000035,STU000035,SCH011,2025-01-01,1,1,
ATT202501000036,STU000036,SCH029,2025-01-01,1,1,
ATT202501000037,STU000037,SCH036,2025-01-01,3,3,
ATT202501000038,STU000038,SCH008,2025-01-01,2,2,
ATT202501000039,STU000039,SCH014,2025-01-01,1,1,
ATT202501000040,STU000040,SCH008,2025-01-01,3,3,
ATT202501000041,STU000041,SCH013,2025-01-01,2,2,
ATT202501000043,STU000043,SCH038,2025-01-01,3,3,
ATT202501000045,STU000045,SCH009,2025-01-01,2,2,
ATT202501000046,STU000046,SCH045,2025-01-01,2,2,
ATT202501000047,STU000047,SCH029,2025-01-01,1,1,
ATT202501000049,STU000049,SCH037,2025-01-01,3,3,
ATT202501000050,STU000050,SCH027,2025-01-01,3,3,
ATT202501000051,STU000051,SCH017,2025-01-01,2,2,
ATT202501000052,STU000052,SCH005,2025-01-01,2,2,
ATT202501000053,STU000053,SCH043,2025-01-01,1,1,
ATT202501000054,STU000054,SCH045,2025-01-01,1,1,
ATT202501000055,STU000055,SCH030,2025-01-01,2,2,
ATT202501000056,STU000056,SCH048,2025-01-01,3,3,
ATT202501000057,STU000057,SCH021,2025-01-01,2,2,
ATT202501000058,STU000058,SCH002,2025-01-01,1,1,
ATT202501000059,STU000059,SCH034,2025-01-01,1,1,
ATT202501000060,STU000060,SCH012,2025-01-01,2,2,
ATT202501000061,STU000061,SCH009,2025-01-01,1,1,
ATT202501000062,STU000062,SCH018,2025-01-01,3,3,
ATT202501000064,STU000064,SCH029,2025-01-01,2,2,
ATT202501000065,STU000065,SCH027,2025-01-01,2,2,
ATT202501000066,STU000066,SCH010,2025-01-01,2,2,
ATT202501000068,STU000068,SCH010,2025-01-01,3,3,
ATT202501000069,STU000069,SCH021,2025-01-01,2,2,
ATT202501000070,STU000070,SCH047,2025-01-01,3,3,
ATT202501000071,STU000071,SCH005,2025-01-01,1,1,
ATT202501000072,STU000072,SCH001,2025-01-01,1,1,
ATT202501000074,STU000074,SCH004,2025-01-01,3,3,
ATT202501000075,STU000075,SCH025,2025-01-01,2,2,
ATT202501000076,STU000076,SCH045,2025-01-01,3,3,
ATT202501000077,STU000077,SCH045,2025-01-01,3,3,
ATT202501000078,STU000078,SCH001,2025-01-01,2,2,
ATT202501000079,STU000079,SCH004,2025-01-01,3,3,
ATT202501000080,STU000080,SCH019,2025-01-01,1,1,
ATT202501000081,STU000081,SCH021,2025-01-01,2,2,
ATT202501000082,STU000082,SCH016,2025-01-01,1,1,
ATT202501000083,STU000083,SCH038,2025-01-01,1,1,
ATT202501000084,STU000084,SCH003,2025-01-01,2,2,
ATT202501000085,STU000085,SCH013,2025-01-01,3,3,
ATT202501000086,STU000086,SCH035,2025-01-01,1,1,
ATT202501000087,STU000087,SCH041,2025-01-01,2,2,
ATT202501000088,STU000088,SCH049,2025-01-01,1,1,
ATT202501000089,STU000089,SCH043,2025-01-01,1,1,
ATT202501000090,STU000090,SCH008,2025-01-01,1,1,
ATT202501000091,STU000091,SCH042,2025-01-01,1,1,
ATT202501000092,STU000092,SCH008,2025-01-01,1,1,
ATT202501000093,STU000093,SCH048,2025-01-01,2,2,
ATT202501000094,STU000094,SCH006,2025-01-01,1,1,
ATT202501000095,STU000095,SCH012,2025-01-01,1,1,
ATT202501000096,STU000096,SCH017,2025-01-01,1,1,
ATT202501000097,STU000097,SCH022,2025-01-01,3,2,Unauthorised
ATT202501000098,STU000098,SCH046,2025-01-01,3,3,
ATT202501000102,STU000102,SCH037,2025-01-01,1,1,
ATT202501000103,STU000103,SCH006,2025-01-01,1,1,
ATT202501000104,STU000104,SCH019,2025-01-01,1,1,
ATT202501000106,STU000106,SCH046,2025-01-01,1,1,
ATT202501000107,STU000107,SCH016,2025-01-01,1,1,
ATT202501000108,STU000108,SCH045,2025-01-01,1,1,
ATT202501000109,STU000109,SCH008,2025-01-01,3,3,
ATT202501000110,STU000110,SCH019,2025-01-01,2,2,
ATT202501000112,STU000112,SCH036,2025-01-01,2,2,
ATT202501000114,STU000114,SCH046,2025-01-01,3,3,
ATT202501000115,STU000115,SCH029,2025-01-01,2,2,
ATT202501000116,STU000116,SCH027,2025-01-01,3,3,
ATT202501000117,STU000117,SCH047,2025-01-01,1,1,
ATT202501000118,STU000118,SCH012,2025-01-01,3,3,
ATT202501000119,STU000119,SCH040,2025-01-01,1,1,
ATT202501000121,STU000121,SCH002,2025-01-01,2,2,
ATT202501000122,STU000122,SCH039,2025-01-01,2,2,
ATT202501000123,STU000123,SCH021,2025-01-01,3,3,
ATT202501000124,STU000124,SCH010,2025-01-01,3,3,
ATT202501000125,STU000125,SCH033,2025-01-01,3,3,
ATT202501000126,STU000126,SCH026,2025-01-01,2,2,
ATT202501000127,STU000127,SCH012,2025-01-01,3,3,
ATT202501000128,STU000128,SCH018,2025-01-01,2,2,
ATT202501000129,STU000129,SCH012,2025-01-01,2,2,
ATT202501000130,STU000130,SCH032,2025-01-01,3,3,
ATT202501000131,STU000131,SCH030,2025-01-01,2,2,
ATT202501000132,STU000132,SCH013,2025-01-01,2,2,
ATT202501000134,STU000134,SCH010,2025-01-01,3,3,
ATT202501000135,STU000135,SCH027,2025-01-01,1,1,
ATT202501000136,STU000136,SCH020,2025-01-01,3,3,
ATT202501000137,STU000137,SCH028,2025-01-01,3,3,
ATT202501000138,STU000138,SCH025,2025-01-01,1,1,
ATT202501000139,STU000139,SCH029,2025-01-01,2,2,
ATT202501000141,STU000141,SCH010,2025-01-01,1,1,
ATT202501000142,STU000142,SCH009,2025-01-01,2,2,
ATT202501000143,STU000143,SCH023,2025-01-01,1,1,
ATT202501000144,STU000144,SCH019,2025-01-01,2,2,
ATT202501000145,STU000145,SCH035,2025-01-01,1,1,
ATT202501000146,STU000146,SCH027,2025-01-01,3,3,
ATT202501000148,STU000148,SCH021,2025-01-01,2,2,
ATT202501000149,STU000149,SCH015,2025-01-01,2,2,
ATT202501000150,STU000150,SCH022,2025-01-01,3,3,
ATT202501000151,STU000151,SCH043,2025-01-01,3,3,
ATT202501000152,STU000152,SCH011,2025-01-01,1,1,
ATT202501000153,STU000153,SCH045,2025-01-01,3,3,
ATT202501000154,STU000154,SCH014,2025-01-01,1,1,
ATT202501000155,STU000155,SCH044,2025-01-01,3,3,
ATT202501000156,STU000156,SCH018,2025-01-01,2,2,
ATT202501000157,STU000157,SCH013,2025-01-01,3,3,
ATT202501000158,STU000158,SCH033,2025-01-01,2,2,
ATT202501000160,STU000160,SCH009,2025-01-01,3,3,
ATT202501000161,STU000161,SCH026,2025-01-01,2,2,
ATT202501000162,STU000162,SCH027,2025-01-01,1,1,
ATT202501000164,STU000164,SCH018,2025-01-01,3,3,
ATT202501000165,STU000165,SCH045,2025-01-01,2,2,
ATT202501000166,STU000166,SCH047,2025-01-01,2,2,
ATT202501000167,STU000167,SCH033,2025-01-01,2,2,
ATT202501000169,STU000169,SCH007,2025-01-01,3,3,
ATT202501000170,STU000170,SCH041,2025-01-01,3,3,
ATT202501000171,STU000171,SCH031,2025-01-01,1,1,
ATT202501000172,STU000172,SCH023,2025-01-01,1,1,
ATT202501000173,STU000173,SCH006,2025-01-01,3,3,
ATT202501000174,STU000174,SCH001,2025-01-01,3,3,
ATT202501000175,STU000175,SCH021,2025-01-01,1,1,
ATT202501000176,STU000176,SCH031,2025-01-01,1,1,
ATT202501000177,STU000177,SCH036,2025-01-01,2,2,
ATT202501000178,STU000178,SCH022,2025-01-01,2,2,
ATT202501000179,STU000179,SCH007,2025-01-01,2,2,
ATT202501000180,STU000180,SCH048,2025-01-01,2,2,
ATT202501000182,STU000182,SCH034,2025-01-01,1,1,
ATT202501000183,STU000183,SCH013,2025-01-01,1,1,
ATT202501000184,STU000184,SCH032,2025-01-01,1,1,
ATT202501000185,STU000185,SCH015,2025-01-01,1,1,
ATT202501000186,STU000186,SCH007,2025-01-01,2,2,
ATT202501000187,STU000187,SCH020,2025-01-01,1,1,
ATT202501000189,STU000189,SCH040,2025-01-01,3,3,
ATT202501000190,STU000190,SCH008,2025-01-01,2,2,
ATT202501000191,STU000191,SCH008,2025-01-01,3,3,
ATT202501000192,STU000192,SCH018,2025-01-01,1,1,
ATT202501000193,STU000193,SCH031,2025-01-01,1,1,
ATT202501000196,STU000196,SCH005,2025-01-01,3,3,
ATT202501000197,STU000197,SCH027,2025-01-01,3,3,
ATT202501000198,STU000198,SCH009,2025-01-01,1,1,
ATT202501000201,STU000201,SCH030,2025-01-01,2,2,
ATT202501000202,STU000202,SCH003,2025-01-01,1,1,
ATT202501000203,STU000203,SCH008,2025-01-01,3,3,
ATT202501000204,STU000204,SCH011,2025-01-01,1,1,
ATT202501000205,STU000205,SCH050,2025-01-01,3,3,
ATT202501000206,STU000206,SCH050,2025-01-01,1,1,
ATT202501000208,STU000208,SCH016,2025-01-01,2,2,
ATT202501000209,STU000209,SCH011,2025-01-01,3,3,
