attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202504000001,STU000001,SCH010,2025-04-01,17,15,Unauthorised
ATT202504000002,STU000002,SCH021,2025-04-01,15,13,Medical
ATT202504000003,STU000003,SCH002,2025-04-01,14,12,Illness
ATT202504000004,STU000004,SCH040,2025-04-01,17,16,Illness
ATT202504000005,STU000005,SCH043,2025-04-01,14,13,Unauthorised
ATT202504000006,STU000006,SCH047,2025-04-01,14,13,Other
ATT202504000007,STU000007,SCH031,2025-04-01,14,13,Unauthorised
ATT202504000009,STU000009,SCH001,2025-04-01,18,16,Other
ATT202504000010,STU000010,SCH043,2025-04-01,17,16,Unauthorised
ATT202504000011,STU000011,SCH023,2025-04-01,18,16,Family
ATT202504000012,STU000012,SCH020,2025-04-01,14,12,Other
ATT202504000013,STU000013,SCH045,2025-04-01,14,13,Other
ATT202504000014,STU000014,SCH029,2025-04-01,17,16,Family
ATT202504000015,STU000015,SCH006,2025-04-01,16,16,
ATT202504000016,STU000016,SCH005,2025-04-01,15,14,Other
ATT202504000017,STU000017,SCH034,2025-04-01,14,12,Unauthorised
ATT202504000018,STU000018,SCH025,2025-04-01,18,17,Medical
ATT202504000019,STU000019,SCH005,2025-04-01,18,18,
ATT202504000020,STU000020,SCH027,2025-04-01,15,14,Other
ATT202504000022,STU000022,SCH041,2025-04-01,18,17,Medical
ATT202504000023,STU000023,SCH027,2025-04-01,15,13,Illness
ATT202504000024,STU000024,SCH032,2025-04-01,17,16,Other
ATT202504000025,STU000025,SCH020,2025-04-01,18,16,Medical
ATT202504000026,STU000026,SCH036,2025-04-01,16,15,Medical
ATT202504000027,STU000027,SCH023,2025-04-01,16,16,
ATT202504000028,STU000028,SCH005,2025-04-01,14,14,
ATT202504000030,STU000030,SCH028,2025-04-01,15,14,Family
ATT202504000031,STU000031,SCH021,2025-04-01,16,15,Family
ATT202504000032,STU000032,SCH014,2025-04-01,15,14,Family
ATT202504000033,STU000033,SCH040,2025-04-01,16,15,Unauthorised
ATT202504000034,STU000034,SCH009,2025-04-01,17,14,Family
ATT202504000035,STU000035,SCH014,2025-04-01,15,15,
ATT202504000036,STU000036,SCH029,2025-04-01,16,14,Other
ATT202504000037,STU000037,SCH036,2025-04-01,17,15,Other
ATT202504000038,STU000038,SCH008,2025-04-01,16,14,Medical
ATT202504000039,STU000039,SCH014,2025-04-01,15,13,Medical
ATT202504000040,STU000040,SCH008,2025-04-01,15,14,Family
ATT202504000041,STU000041,SCH013,2025-04-01,18,17,Unauthorised
ATT202504000043,STU000043,SCH038,2025-04-01,14,14,
ATT202504000045,STU000045,SCH009,2025-04-01,16,13,Other
