student_id,school_id,year_level,gender,enrolment_date,status
STU008792,SCH010,4,Male,2018-03-07,Active
STU005222,SCH008,5,Male,2023-03-26,Active
STU000346,SCH034,11,Male,2021-04-04,Active
STU010594,SCH029,7,Male,2025-01-01,Active
STU003254,SCH016,5,Female,2019-09-09,Active
STU002817,SCH023,8,Male,2018-02-04,Active
STU006488,SCH028,2,Female,2020-06-13,Active
STU009416,SCH011,1,Male,2023-08-22,Active
STU006804,SCH010,7,Male,2021-03-17,Active
STU007062,SCH027,10,Female,2020-03-08,Active
STU000335,SCH009,7,Female,2019-04-19,Active
STU000667,SCH020,1,Male,2023-10-09,Active
STU006844,SCH033,4,Male,2020-01-11,Active
STU010535,SCH032,7,Female,2025-01-01,Active
STU002587,SCH017,12,Male,2022-09-30,Active
STU007004,SCH023,10,Female,2022-08-12,Active
STU008491,SCH016,4,Male,2020-12-05,Active
STU002700,SCH001,11,Non-specified,2018-04-13,Active
STU006766,SCH001,11,Female,2022-08-19,Left
STU002075,SCH001,11,Female,2022-07-28,Left
STU007545,SCH021,7,Female,2018-01-30,Left
STU005455,SCH029,10,Male,2023-10-02,Left
STU001010,SCH046,10,Female,2018-02-01,Left
STU010561,SCH016,2,Female,2025-01-01,Left
STU006199,SCH016,5,Male,2020-10-02,Left
STU003578,SCH031,11,Female,2020-10-19,Left
STU001052,SCH009,8,Male,2023-03-14,Left
STU000744,SCH007,2,Female,2019-01-19,Left
STU010776,SCH021,11,Male,2025-04-01,Active
STU010777,SCH010,0,Male,2025-04-01,Active
STU010778,SCH020,4,Female,2025-04-01,Active
STU010779,SCH014,4,Female,2025-04-01,Active
STU010780,SCH009,7,Male,2025-04-01,Active
STU010781,SCH029,8,Male,2025-04-01,Active
STU010782,SCH018,2,Male,2025-04-01,Active
STU010783,SCH046,5,Male,2025-04-01,Active
STU010784,SCH020,5,Female,2025-04-01,Active
STU010785,SCH019,4,Female,2025-04-01,Active
STU010786,SCH050,8,Female,2025-04-01,Active
STU010787,SCH010,8,Male,2025-04-01,Active
STU010788,SCH039,0,Female,2025-04-01,Active
STU010789,SCH046,1,Male,2025-04-01,Active
STU010790,SCH048,0,Male,2025-04-01,Active
STU010791,SCH045,8,Female,2025-04-01,Active
STU010792,SCH031,0,Male,2025-04-01,Active
STU010793,SCH044,8,Female,2025-04-01,Active
STU010794,SCH021,7,Male,2025-04-01,Active
STU010795,SCH050,9,Female,2025-04-01,Active
STU010796,SCH035,10,Female,2025-04-01,Active
STU010797,SCH033,3,Female,2025-04-01,Active
STU010798,SCH003,0,Female,2025-04-01,Active
STU010799,SCH004,0,Female,2025-04-01,Active
STU010800,SCH016,2,Female,2025-04-01,Active
