student_id,school_id,year_level,gender,enrolment_date,status
STU004856,SCH006,2,Female,2019-12-05,Active
STU008910,SCH006,1,Male,2023-08-08,Active
STU001348,SCH035,10,Female,2020-06-22,Active
STU008184,SCH043,10,Male,2022-05-21,Active
STU001074,SCH025,4,Male,2023-08-12,Active
STU001737,SCH039,6,Female,2018-04-24,Active
STU007556,SCH041,1,Male,2018-03-31,Active
STU010298,SCH043,8,Female,2025-01-01,Active
STU001923,SCH020,2,Male,2022-07-10,Active
STU009319,SCH017,11,Female,2020-07-03,Active
STU002754,SCH006,6,Female,2018-02-18,Active
STU007197,SCH032,7,Male,2021-03-14,Active
STU006860,SCH045,7,Male,2019-03-13,Active
STU000035,SCH014,1,Female,2019-03-04,Active
STU007064,SCH035,9,Male,2022-10-20,Active
STU001857,SCH040,5,Male,2022-02-18,Active
STU006025,SCH021,11,Female,2022-06-13,Active
STU002625,SCH047,6,Male,2020-05-07,Active
STU005904,SCH019,2,Male,2023-01-19,Left
STU006159,SCH027,7,Male,2023-04-01,Left
STU007468,SCH002,12,Female,2019-05-17,Left
STU002290,SCH020,2,Female,2020-04-01,Left
STU009845,SCH039,6,Female,2022-08-30,Left
STU001234,SCH046,6,Female,2021-06-19,Left
STU000078,SCH001,12,Female,2019-08-30,Left
STU002257,SCH049,12,Male,2018-07-29,Left
STU008567,SCH046,12,Female,2023-04-18,Left
STU009729,SCH008,2,Female,2019-11-12,Left
STU010751,SCH027,8,Female,2025-03-01,Active
STU010752,SCH005,0,Female,2025-03-01,Active
STU010753,SCH013,0,Male,2025-03-01,Active
STU010754,SCH027,9,Male,2025-03-01,Active
STU010755,SCH010,9,Male,2025-03-01,Active
STU010756,SCH048,0,Female,2025-03-01,Active
STU010757,SCH039,5,Male,2025-03-01,Active
STU010758,SCH038,1,Female,2025-03-01,Active
STU010759,SCH020,0,Male,2025-03-01,Active
STU010760,SCH001,11,Male,2025-03-01,Active
STU010761,SCH014,0,Male,2025-03-01,Active
STU010762,SCH014,0,Female,2025-03-01,Active
STU010763,SCH044,7,Male,2025-03-01,Active
STU010764,SCH019,0,Female,2025-03-01,Active
STU010765,SCH037,0,Female,2025-03-01,Active
STU010766,SCH039,0,Male,2025-03-01,Active
STU010767,SCH018,0,Female,2025-03-01,Active
STU010768,SCH004,5,Female,2025-03-01,Active
STU010769,SCH019,0,Male,2025-03-01,Active
STU010770,SCH011,1,Female,2025-03-01,Active
STU010771,SCH014,2,Male,2025-03-01,Active
STU010772,SCH035,8,Female,2025-03-01,Active
STU010773,SCH031,10,Male,2025-03-01,Active
STU010774,SCH021,11,Male,2025-03-01,Active
STU010775,SCH007,0,Female,2025-03-01,Active
