student_id,school_id,year_level,gender,enrolment_date,status
STU009756,SCH046,7,Male,2023-10-08,Active
STU009223,SCH049,12,Male,2022-08-10,Active
STU005649,SCH004,5,Male,2023-06-18,Active
STU002561,SCH048,4,Female,2022-08-09,Active
STU008226,SCH029,7,Female,2023-07-01,Active
STU001615,SCH006,4,Male,2021-07-19,Active
STU002151,SCH021,7,Male,2020-05-19,Active
STU006633,SCH031,8,Male,2020-07-31,Active
STU008922,SCH010,12,Female,2019-02-12,Active
STU002011,SCH018,1,Female,2019-07-27,Active
STU003167,SCH015,2,Female,2019-12-06,Active
STU003328,SCH015,3,Male,2021-04-24,Active
STU009968,SCH031,7,Male,2020-12-15,Active
STU001672,SCH019,2,Female,2019-08-17,Active
STU009452,SCH042,11,Male,2020-06-12,Active
STU000570,SCH032,8,Female,2023-07-04,Active
STU009261,SCH014,3,Male,2020-06-17,Active
STU010570,SCH028,0,Female,2025-01-01,Active
STU000406,SCH029,8,Female,2022-09-23,Left
STU010581,SCH012,8,Female,2025-01-01,Left
STU008676,SCH027,7,Male,2019-01-06,Left
STU002788,SCH039,4,Female,2023-01-17,Left
STU007471,SCH006,2,Female,2021-06-04,Left
STU007144,SCH044,7,Male,2019-05-14,Left
STU009302,SCH025,3,Female,2018-03-01,Left
STU002082,SCH009,9,Male,2022-02-13,Left
STU006100,SCH004,1,Female,2019-02-25,Left
STU008249,SCH008,2,Female,2018-01-02,Left
STU010951,SCH025,4,Male,2025-11-01,Active
STU010952,SCH046,0,Male,2025-11-01,Active
STU010953,SCH022,12,Male,2025-11-01,Active
STU010954,SCH030,3,Male,2025-11-01,Active
STU010955,SCH044,9,Female,2025-11-01,Active
STU010956,SCH031,11,Male,2025-11-01,Active
STU010957,SCH039,2,Male,2025-11-01,Active
STU010958,SCH048,0,Male,2025-11-01,Active
STU010959,SCH013,0,Male,2025-11-01,Active
STU010960,SCH031,0,Male,2025-11-01,Active
STU010961,SCH010,7,Female,2025-11-01,Active
STU010962,SCH037,0,Female,2025-11-01,Active
STU010963,SCH043,9,Male,2025-11-01,Active
STU010964,SCH019,3,Female,2025-11-01,Active
STU010965,SCH025,0,Female,2025-11-01,Active
STU010966,SCH031,0,Male,2025-11-01,Active
STU010967,SCH005,0,Female,2025-11-01,Active
STU010968,SCH026,0,Female,2025-11-01,Active
STU010969,SCH036,0,Female,2025-11-01,Active
STU010970,SCH010,0,Female,2025-11-01,Active
STU010971,SCH045,10,Male,2025-11-01,Active
STU010972,SCH016,0,Female,2025-11-01,Active
STU010973,SCH027,10,Male,2025-11-01,Active
STU010974,SCH009,9,Male,2025-11-01,Active
STU010975,SCH040,0,Male,2025-11-01,Active
