attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202511000001,STU000001,SCH010,2025-11-01,18,16,Family
ATT202511000002,STU000002,SCH021,2025-11-01,22,19,Other
ATT202511000003,STU000003,SCH002,2025-11-01,19,14,Unauthorised
ATT202511000004,STU000004,SCH040,2025-11-01,19,18,Medical
ATT202511000005,STU000005,SCH043,2025-11-01,20,18,Other
ATT202511000006,STU000006,SCH047,2025-11-01,19,18,Other
ATT202511000007,STU000007,SCH031,2025-11-01,20,20,
ATT202511000009,STU000009,SCH001,2025-11-01,19,16,Illness
ATT202511000010,STU000010,SCH043,2025-11-01,18,16,Illness
ATT202511000011,STU000011,SCH023,2025-11-01,21,18,Unauthorised
ATT202511000012,STU000012,SCH020,2025-11-01,19,16,Medical
ATT202511000013,STU000013,SCH045,2025-11-01,20,19,Family
ATT202511000014,STU000014,SCH029,2025-11-01,19,17,Family
ATT202511000015,STU000015,SCH006,2025-11-01,21,21,
ATT202511000016,STU000016,SCH005,2025-11-01,19,18,Medical
ATT202511000017,STU000017,SCH021,2025-11-01,22,17,Unauthorised
ATT202511000018,STU000018,SCH008,2025-11-01,21,20,Family
ATT202511000019,STU000019,SCH005,2025-11-01,22,20,Family
ATT202511000020,STU000020,SCH031,2025-11-01,20,18,Other
ATT202511000022,STU000022,SCH041,2025-11-01,18,17,Family
ATT202511000023,STU000023,SCH027,2025-11-01,20,18,Illness
ATT202511000024,STU000024,SCH032,2025-11-01,21,20,Illness
ATT202511000025,STU000025,SCH020,2025-11-01,18,15,Illness
ATT202511000026,STU000026,SCH036,2025-11-01,20,18,Unauthorised
ATT202511000027,STU000027,SCH023,2025-11-01,22,20,Medical
ATT202511000028,STU000028,SCH005,2025-11-01,18,17,Family
ATT202511000030,STU000030,SCH028,2025-11-01,19,16,Family
ATT202511000031,STU000031,SCH021,2025-11-01,19,17,Illness
ATT202511000032,STU000032,SCH014,2025-11-01,20,18,Medical
ATT202511000033,STU000033,SCH040,2025-11-01,22,22,
ATT202511000034,STU000034,SCH009,2025-11-01,19,17,Unauthorised
ATT202511000035,STU000035,SCH014,2025-11-01,19,19,
ATT202511000036,STU000036,SCH029,2025-11-01,20,18,Unauthorised
ATT202511000037,STU000037,SCH036,2025-11-01,21,19,Unauthorised
ATT202511000038,STU000038,SCH008,2025-11-01,20,18,Illness
ATT202511000039,STU000039,SCH014,2025-11-01,19,17,Unauthorised
ATT202511000040,STU000040,SCH008,2025-11-01,18,16,Family
ATT202511000041,STU000041,SCH013,2025-11-01,21,20,Illness
ATT202511000043,STU000043,SCH038,2025-11-01,22,20,Illness
ATT202511000045,STU000045,SCH009,2025-11-01,19,17,Unauthorised
ATT202511000046,STU000046,SCH045,2025-11-01,21,19,Unauthorised
ATT202511000047,STU000047,SCH029,2025-11-01,21,19,Medical
ATT202511000049,STU000049,SCH037,2025-11-01,21,19,Unauthorised
ATT202511000050,STU000050,SCH027,2025-11-01,22,21,Other
ATT202511000051,STU000051,SCH017,2025-11-01,18,16,Unauthorised
ATT202511000052,STU000052,SCH005,2025-11-01,22,21,Medical
ATT202511000053,STU000053,SCH043,2025-11-01,19,16,Illness
ATT202511000054,STU000054,SCH045,2025-11-01,21,18,Medical
ATT202511000055,STU000055,SCH030,2025-11-01,20,19,Unauthorised
ATT202511000056,STU000056,SCH048,2025-11-01,18,17,Illness
ATT202511000057,STU000057,SCH021,2025-11-01,21,20,Other
ATT202511000058,STU000058,SCH002,2025-11-01,20,16,Other
ATT202511000059,STU000059,SCH034,2025-11-01,22,17,Unauthorised
ATT202511000060,STU000060,SCH012,2025-11-01,20,18,Other
ATT202511000061,STU000061,SCH009,2025-11-01,19,16,Unauthorised
ATT202511000062,STU000062,SCH018,2025-11-01,18,17,Family
ATT202511000064,STU000064,SCH029,2025-11-01,21,18,Other
ATT202511000065,STU000065,SCH027,2025-11-01,18,16,Family
ATT202511000066,STU000066,SCH010,2025-11-01,18,17,Family
ATT202511000068,STU000068,SCH010,2025-11-01,21,20,Other
ATT202511000070,STU000070,SCH047,2025-11-01,20,18,Family
ATT202511000071,STU000071,SCH005,2025-11-01,22,20,Medical
ATT202511000072,STU000072,SCH001,2025-11-01,20,16,Unauthorised
ATT202511000074,STU000074,SCH004,2025-11-01,22,20,Family
