attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202407000001,STU000001,SCH015,2024-07-01,18,16,Unauthorised
ATT202407000002,STU000002,SCH021,2024-07-01,18,14,Unauthorised
ATT202407000003,STU000003,SCH002,2024-07-01,16,12,Family
ATT202407000004,STU000004,SCH040,2024-07-01,15,13,Unauthorised
ATT202407000005,STU000005,SCH043,2024-07-01,16,13,Other
ATT202407000006,STU000006,SCH047,2024-07-01,14,12,Medical
ATT202407000007,STU000007,SCH031,2024-07-01,17,14,Medical
ATT202407000008,STU000008,SCH042,2024-07-01,18,13,Unauthorised
ATT202407000009,STU000009,SCH001,2024-07-01,18,15,Medical
ATT202407000010,STU000010,SCH043,2024-07-01,17,14,Other
ATT202407000011,STU000011,SCH038,2024-07-01,14,11,Illness
ATT202407000012,STU000012,SCH020,2024-07-01,18,15,Family
ATT202407000013,STU000013,SCH045,2024-07-01,18,15,Family
ATT202407000014,STU000014,SCH029,2024-07-01,15,12,Medical
ATT202407000015,STU000015,SCH006,2024-07-01,14,13,Other
ATT202407000016,STU000016,SCH005,2024-07-01,15,13,Unauthorised
ATT202407000017,STU000017,SCH034,2024-07-01,17,13,Illness
ATT202407000018,STU000018,SCH025,2024-07-01,14,12,Medical
ATT202407000019,STU000019,SCH005,2024-07-01,16,14,Illness
ATT202407000020,STU000020,SCH027,2024-07-01,14,12,Unauthorised
ATT202407000021,STU000021,SCH002,2024-07-01,17,13,Illness
ATT202407000022,STU000022,SCH041,2024-07-01,18,16,Illness
ATT202407000023,STU000023,SCH027,2024-07-01,17,14,Medical
ATT202407000024,STU000024,SCH032,2024-07-01,15,13,Medical
ATT202407000025,STU000025,SCH020,2024-07-01,15,12,Unauthorised
ATT202407000026,STU000026,SCH036,2024-07-01,14,13,Illness
ATT202407000027,STU000027,SCH023,2024-07-01,15,13,Illness
ATT202407000028,STU000028,SCH005,2024-07-01,16,15,Medical
ATT202407000029,STU000029,SCH024,2024-07-01,15,12,Illness
ATT202407000030,STU000030,SCH028,2024-07-01,16,12,Unauthorised
ATT202407000031,STU000031,SCH021,2024-07-01,14,11,Illness
ATT202407000032,STU000032,SCH014,2024-07-01,14,12,Family
ATT202407000033,STU000033,SCH040,2024-07-01,16,15,Family
ATT202407000034,STU000034,SCH009,2024-07-01,15,12,Family
ATT202407000035,STU000035,SCH011,2024-07-01,17,15,Illness
ATT202407000036,STU000036,SCH029,2024-07-01,18,15,Unauthorised
ATT202407000037,STU000037,SCH036,2024-07-01,15,12,Unauthorised
ATT202407000038,STU000038,SCH008,2024-07-01,15,13,Unauthorised
ATT202407000039,STU000039,SCH014,2024-07-01,14,11,Illness
ATT202407000040,STU000040,SCH008,2024-07-01,15,12,Illness
ATT202407000041,STU000041,SCH013,2024-07-01,16,14,Other
ATT202407000042,STU000042,SCH049,2024-07-01,17,13,Medical
ATT202407000043,STU000043,SCH038,2024-07-01,16,14,Illness
ATT202407000045,STU000045,SCH009,2024-07-01,18,15,Illness
ATT202407000046,STU000046,SCH045,2024-07-01,17,14,Unauthorised
ATT202407000047,STU000047,SCH029,2024-07-01,18,14,Family
ATT202407000048,STU000048,SCH022,2024-07-01,15,13,Illness
ATT202407000049,STU000049,SCH037,2024-07-01,14,11,Illness
ATT202407000050,STU000050,SCH027,2024-07-01,15,13,Other
ATT202407000051,STU000051,SCH017,2024-07-01,18,14,Family
ATT202407000052,STU000052,SCH005,2024-07-01,18,15,Family
ATT202407000053,STU000053,SCH043,2024-07-01,16,13,Medical
ATT202407000054,STU000054,SCH045,2024-07-01,17,14,Other
ATT202407000055,STU000055,SCH030,2024-07-01,15,13,Illness
ATT202407000056,STU000056,SCH048,2024-07-01,17,15,Other
ATT202407000057,STU000057,SCH021,2024-07-01,17,15,Family
ATT202407000058,STU000058,SCH002,2024-07-01,17,12,Other
ATT202407000059,STU000059,SCH034,2024-07-01,16,15,Other
ATT202407000060,STU000060,SCH012,2024-07-01,14,12,Other
ATT202407000061,STU000061,SCH009,2024-07-01,17,14,Illness
ATT202407000062,STU000062,SCH018,2024-07-01,18,16,Unauthorised
ATT202407000063,STU000063,SCH022,2024-07-01,15,13,Unauthorised
ATT202407000064,STU000064,SCH029,2024-07-01,15,12,Medical
ATT202407000065,STU000065,SCH027,2024-07-01,14,12,Medical
ATT202407000066,STU000066,SCH010,2024-07-01,16,13,Family
ATT202407000067,STU000067,SCH034,2024-07-01,14,10,Family
ATT202407000068,STU000068,SCH010,2024-07-01,16,14,Illness
ATT202407000069,STU000069,SCH021,2024-07-01,17,13,Unauthorised
