student_id,school_id,year_level,gender,enrolment_date,status
STU005050,SCH041,3,Female,2021-10-19,Active
STU006829,SCH034,12,Male,2022-02-09,Active
STU000919,SCH006,0,Male,2018-05-08,Active
STU009742,SCH020,2,Female,2023-04-01,Active
STU007841,SCH024,11,Female,2018-07-16,Active
STU003785,SCH034,11,Female,2023-05-25,Active
STU004835,SCH040,3,Male,2019-01-21,Active
STU008332,SCH007,2,Male,2021-11-16,Active
STU009524,SCH022,12,Male,2018-04-22,Active
STU009274,SCH033,0,Female,2020-12-20,Active
STU003108,SCH019,5,Male,2023-07-08,Active
STU004160,SCH005,6,Female,2018-09-06,Active
STU009839,SCH043,8,Male,2018-08-24,Active
STU001400,SCH032,8,Female,2020-07-01,Active
STU002443,SCH040,6,Male,2018-10-09,Active
STU002611,SCH006,4,Male,2018-01-13,Active
STU005430,SCH045,8,Male,2021-07-01,Active
STU005221,SCH007,4,Female,2021-03-29,Active
STU008160,SCH034,12,Male,2020-10-03,Left
STU005605,SCH041,3,Male,2018-09-26,Left
STU002684,SCH016,2,Male,2018-08-08,Left
STU002794,SCH042,11,Female,2023-06-28,Left
STU007642,SCH038,4,Female,2022-05-31,Left
STU005765,SCH040,0,Female,2023-10-03,Left
STU004147,SCH004,2,Female,2019-01-16,Left
STU007005,SCH048,5,Male,2021-06-13,Left
STU000044,SCH041,6,Female,2018-11-26,Left
STU001067,SCH011,6,Female,2019-08-28,Left
STU010051,SCH038,3,Female,2024-04-01,Active
STU010052,SCH021,0,Male,2024-04-01,Active
STU010053,SCH037,0,Female,2024-04-01,Active
STU010054,SCH050,7,Male,2024-04-01,Active
STU010055,SCH040,0,Male,2024-04-01,Active
STU010056,SCH047,0,Male,2024-04-01,Active
STU010057,SCH037,1,Male,2024-04-01,Active
STU010058,SCH007,0,Female,2024-04-01,Active
STU010059,SCH011,6,Male,2024-04-01,Active
STU010060,SCH022,11,Female,2024-04-01,Active
STU010061,SCH028,0,Male,2024-04-01,Active
STU010062,SCH022,12,Female,2024-04-01,Active
STU010063,SCH039,5,Female,2024-04-01,Active
STU010064,SCH020,0,Male,2024-04-01,Active
STU010065,SCH031,12,Male,2024-04-01,Active
STU010066,SCH046,8,Female,2024-04-01,Active
STU010067,SCH004,0,Male,2024-04-01,Active
STU010068,SCH041,0,Male,2024-04-01,Active
STU010069,SCH020,0,Male,2024-04-01,Active
STU010070,SCH016,0,Female,2024-04-01,Active
STU010071,SCH036,6,Female,2024-04-01,Active
STU010072,SCH040,0,Male,2024-04-01,Active
STU010073,SCH011,0,Male,2024-04-01,Active
STU010074,SCH044,9,Male,2024-04-01,Active
STU010075,SCH006,6,Female,2024-04-01,Active
