attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202412000001,STU000001,SCH015,2024-12-01,11,11,
ATT202412000002,STU000002,SCH021,2024-12-01,11,10,Family
ATT202412000003,STU000003,SCH002,2024-12-01,10,9,Family
ATT202412000004,STU000004,SCH040,2024-12-01,13,12,Medical
ATT202412000005,STU000005,SCH043,2024-12-01,13,12,Illness
ATT202412000006,STU000006,SCH047,2024-12-01,11,10,Family
ATT202412000007,STU000007,SCH031,2024-12-01,14,13,Other
ATT202412000008,STU000008,SCH042,2024-12-01,11,10,Family
ATT202412000009,STU000009,SCH001,2024-12-01,10,9,Family
ATT202412000010,STU000010,SCH043,2024-12-01,15,13,Other
ATT202412000011,STU000011,SCH038,2024-12-01,11,10,Other
ATT202412000012,STU000012,SCH020,2024-12-01,15,13,Illness
ATT202412000013,STU000013,SCH045,2024-12-01,15,14,Family
ATT202412000014,STU000014,SCH029,2024-12-01,11,10,Illness
ATT202412000015,STU000015,SCH006,2024-12-01,10,10,
ATT202412000016,STU000016,SCH005,2024-12-01,10,9,Other
ATT202412000017,STU000017,SCH034,2024-12-01,15,13,Family
ATT202412000018,STU000018,SCH025,2024-12-01,10,10,
ATT202412000019,STU000019,SCH005,2024-12-01,10,10,
ATT202412000020,STU000020,SCH027,2024-12-01,14,12,Family
ATT202412000021,STU000021,SCH002,2024-12-01,11,10,Medical
ATT202412000022,STU000022,SCH041,2024-12-01,14,13,Other
ATT202412000023,STU000023,SCH027,2024-12-01,13,12,Unauthorised
ATT202412000024,STU000024,SCH032,2024-12-01,15,14,Medical
ATT202412000025,STU000025,SCH020,2024-12-01,10,8,Medical
ATT202412000026,STU000026,SCH036,2024-12-01,11,10,Unauthorised
ATT202412000027,STU000027,SCH023,2024-12-01,13,12,Family
ATT202412000028,STU000028,SCH005,2024-12-01,10,10,
ATT202412000029,STU000029,SCH024,2024-12-01,10,9,Family
ATT202412000030,STU000030,SCH028,2024-12-01,12,11,Unauthorised
ATT202412000031,STU000031,SCH021,2024-12-01,15,14,Medical
ATT202412000032,STU000032,SCH014,2024-12-01,15,14,Illness
ATT202412000033,STU000033,SCH040,2024-12-01,12,11,Family
ATT202412000034,STU000034,SCH009,2024-12-01,10,9,Illness
ATT202412000035,STU000035,SCH011,2024-12-01,11,10,Illness
ATT202412000036,STU000036,SCH029,2024-12-01,10,9,Family
ATT202412000037,STU000037,SCH036,2024-12-01,15,13,Other
ATT202412000038,STU000038,SCH008,2024-12-01,10,9,Family
ATT202412000039,STU000039,SCH014,2024-12-01,10,10,
ATT202412000040,STU000040,SCH008,2024-12-01,13,12,Illness
