student_id,school_id,year_level,gender,enrolment_date,status
STU004654,SCH031,5,Male,2020-04-16,Active
STU006352,SCH002,11,Female,2020-08-14,Active
STU001314,SCH019,4,Female,2022-12-14,Active
STU008285,SCH037,4,Male,2022-08-12,Active
STU005307,SCH049,11,Male,2018-02-23,Active
STU009538,SCH036,4,Female,2018-10-01,Active
STU010078,SCH023,8,Male,2024-05-01,Active
STU003687,SCH047,4,Male,2019-06-29,Active
STU006399,SCH019,4,Female,2018-02-14,Active
STU008503,SCH034,12,Female,2019-09-03,Active
STU005582,SCH031,7,Male,2023-01-19,Active
STU007556,SCH019,0,Male,2018-03-31,Active
STU000219,SCH021,3,Male,2022-12-01,Active
STU009715,SCH011,5,Female,2021-01-03,Active
STU006587,SCH014,0,Female,2020-05-15,Active
STU000246,SCH044,10,Female,2019-04-13,Active
STU004834,SCH045,9,Male,2022-12-07,Active
STU003039,SCH049,11,Male,2021-10-17,Active
STU005726,SCH034,11,Male,2023-09-22,Left
STU004559,SCH027,9,Male,2023-08-05,Left
STU005619,SCH028,3,Female,2019-02-20,Left
STU001088,SCH023,8,Male,2019-01-07,Left
STU007725,SCH018,6,Female,2022-01-16,Left
STU005951,SCH033,5,Female,2020-06-21,Left
STU006433,SCH030,5,Male,2023-09-14,Left
STU000973,SCH027,9,Female,2018-10-13,Left
STU001892,SCH006,1,Male,2022-09-11,Left
STU009821,SCH031,8,Male,2021-05-31,Left
STU010201,SCH004,1,Non-specified,2024-10-01,Active
STU010202,SCH011,5,Male,2024-10-01,Active
STU010203,SCH039,0,Male,2024-10-01,Active
STU010204,SCH038,0,Male,2024-10-01,Active
STU010205,SCH043,7,Male,2024-10-01,Active
STU010206,SCH016,2,Male,2024-10-01,Active
STU010207,SCH031,0,Female,2024-10-01,Active
STU010208,SCH027,8,Female,2024-10-01,Active
STU010209,SCH043,7,Male,2024-10-01,Active
STU010210,SCH045,9,Male,2024-10-01,Active
STU010211,SCH005,0,Male,2024-10-01,Active
STU010212,SCH005,6,Female,2024-10-01,Active
STU010213,SCH036,4,Female,2024-10-01,Active
STU010214,SCH015,2,Female,2024-10-01,Active
STU010215,SCH011,0,Female,2024-10-01,Active
STU010216,SCH031,4,Male,2024-10-01,Active
STU010217,SCH048,0,Female,2024-10-01,Active
STU010218,SCH028,0,Female,2024-10-01,Active
STU010219,SCH019,0,Male,2024-10-01,Active
STU010220,SCH004,0,Male,2024-10-01,Active
STU010221,SCH014,0,Female,2024-10-01,Active
STU010222,SCH046,9,Female,2024-10-01,Active
STU010223,SCH021,0,Male,2024-10-01,Active
STU010224,SCH010,0,Male,2024-10-01,Active
STU010225,SCH013,6,Male,2024-10-01,Active
