attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202410000001,STU000001,SCH015,2024-10-01,19,18,Other
ATT202410000002,STU000002,SCH021,2024-10-01,21,19,Unauthorised
ATT202410000003,STU000003,SCH002,2024-10-01,20,19,Illness
ATT202410000004,STU000004,SCH040,2024-10-01,21,19,Family
ATT202410000005,STU000005,SCH043,2024-10-01,18,16,Illness
ATT202410000006,STU000006,SCH047,2024-10-01,22,21,Family
ATT202410000007,STU000007,SCH031,2024-10-01,21,19,Medical
ATT202410000008,STU000008,SCH042,2024-10-01,18,16,Medical
ATT202410000009,STU000009,SCH001,2024-10-01,18,16,Illness
ATT202410000010,STU000010,SCH043,2024-10-01,19,17,Medical
ATT202410000011,STU000011,SCH038,2024-10-01,18,16,Medical
ATT202410000012,STU000012,SCH020,2024-10-01,21,18,Illness
ATT202410000013,STU000013,SCH045,2024-10-01,22,20,Illness
ATT202410000014,STU000014,SCH029,2024-10-01,21,19,Other
ATT202410000015,STU000015,SCH006,2024-10-01,19,19,
ATT202410000016,STU000016,SCH005,2024-10-01,21,20,Unauthorised
ATT202410000017,STU000017,SCH034,2024-10-01,19,15,Other
ATT202410000018,STU000018,SCH025,2024-10-01,20,19,Illness
ATT202410000019,STU000019,SCH005,2024-10-01,18,17,Family
ATT202410000020,STU000020,SCH027,2024-10-01,20,18,Illness
ATT202410000021,STU000021,SCH002,2024-10-01,20,18,Other
ATT202410000022,STU000022,SCH041,2024-10-01,19,19,
ATT202410000023,STU000023,SCH027,2024-10-01,21,19,Medical
ATT202410000024,STU000024,SCH032,2024-10-01,18,17,Family
ATT202410000025,STU000025,SCH020,2024-10-01,18,16,Illness
ATT202410000026,STU000026,SCH036,2024-10-01,22,20,Other
ATT202410000027,STU000027,SCH023,2024-10-01,18,17,Other
ATT202410000028,STU000028,SCH005,2024-10-01,18,18,
ATT202410000029,STU000029,SCH024,2024-10-01,22,21,Other
ATT202410000030,STU000030,SCH028,2024-10-01,20,18,Medical
ATT202410000031,STU000031,SCH021,2024-10-01,20,19,Unauthorised
ATT202410000032,STU000032,SCH014,2024-10-01,18,18,
ATT202410000033,STU000033,SCH040,2024-10-01,22,22,
ATT202410000034,STU000034,SCH009,2024-10-01,19,17,Medical
ATT202410000035,STU000035,SCH011,2024-10-01,22,21,Unauthorised
ATT202410000036,STU000036,SCH029,2024-10-01,22,19,Medical
ATT202410000037,STU000037,SCH036,2024-10-01,19,16,Unauthorised
ATT202410000038,STU000038,SCH008,2024-10-01,22,20,Unauthorised
ATT202410000039,STU000039,SCH014,2024-10-01,22,21,Family
ATT202410000040,STU000040,SCH008,2024-10-01,19,17,Illness
ATT202410000041,STU000041,SCH013,2024-10-01,21,20,Unauthorised
ATT202410000042,STU000042,SCH049,2024-10-01,20,18,Unauthorised
ATT202410000043,STU000043,SCH038,2024-10-01,19,18,Other
ATT202410000045,STU000045,SCH009,2024-10-01,21,19,Illness
ATT202410000046,STU000046,SCH045,2024-10-01,21,19,Medical
ATT202410000047,STU000047,SCH029,2024-10-01,20,18,Illness
ATT202410000048,STU000048,SCH022,2024-10-01,18,16,Family
ATT202410000049,STU000049,SCH037,2024-10-01,21,19,Family
ATT202410000050,STU000050,SCH027,2024-10-01,19,17,Family
ATT202410000051,STU000051,SCH017,2024-10-01,20,17,Unauthorised
ATT202410000052,STU000052,SCH005,2024-10-01,22,20,Family
