student_id,school_id,year_level,gender,enrolment_date,status
STU005078,SCH039,2,Female,2022-07-02,Active
STU009927,SCH038,2,Female,2021-11-20,Active
STU006168,SCH031,9,Female,2023-09-30,Active
STU002947,SCH047,5,Male,2021-08-17,Active
STU002329,SCH018,6,Male,2021-02-12,Active
STU005461,SCH008,0,Female,2023-04-27,Active
STU008046,SCH015,1,Male,2019-10-24,Active
STU005443,SCH012,9,Male,2020-06-29,Active
STU000531,SCH008,4,Female,2019-01-16,Active
STU001094,SCH027,9,Female,2021-09-18,Active
STU010041,SCH018,0,Female,2024-03-01,Active
STU001763,SCH046,11,Female,2019-11-19,Active
STU004222,SCH043,9,Male,2022-11-18,Active
STU009140,SCH005,6,Female,2019-07-28,Active
STU001903,SCH022,11,Male,2022-08-06,Active
STU004835,SCH019,3,Male,2019-01-21,Active
STU007696,SCH017,11,Male,2019-01-14,Active
STU005751,SCH007,1,Male,2020-10-29,Active
STU004505,SCH041,2,Male,2019-06-18,Left
STU002839,SCH034,11,Female,2018-01-16,Left
STU000873,SCH015,5,Female,2020-12-12,Left
STU003070,SCH044,9,Female,2018-04-07,Left
STU005563,SCH029,9,Female,2023-09-08,Left
STU008736,SCH009,7,Male,2018-11-09,Left
STU006232,SCH040,0,Female,2023-05-11,Left
STU004091,SCH008,4,Male,2022-07-05,Left
STU002573,SCH030,1,Male,2022-10-09,Left
STU003507,SCH033,5,Female,2022-09-05,Left
STU010176,SCH006,4,Male,2024-09-01,Active
STU010177,SCH009,7,Female,2024-09-01,Active
STU010178,SCH047,5,Female,2024-09-01,Active
STU010179,SCH031,7,Female,2024-09-01,Active
STU010180,SCH028,0,Female,2024-09-01,Active
STU010181,SCH041,4,Male,2024-09-01,Active
STU010182,SCH025,0,Male,2024-09-01,Active
STU010183,SCH014,0,Male,2024-09-01,Active
STU010184,SCH014,0,Male,2024-09-01,Active
STU010185,SCH043,9,Male,2024-09-01,Active
STU010186,SCH031,11,Male,2024-09-01,Active
STU010187,SCH046,7,Female,2024-09-01,Active
STU010188,SCH021,10,Non-specified,2024-09-01,Active
STU010189,SCH018,4,Female,2024-09-01,Active
STU010190,SCH034,12,Male,2024-09-01,Active
STU010191,SCH025,0,Male,2024-09-01,Active
STU010192,SCH003,0,Male,2024-09-01,Active
STU010193,SCH007,5,Male,2024-09-01,Active
STU010194,SCH031,0,Male,2024-09-01,Active
STU010195,SCH035,8,Male,2024-09-01,Active
STU010196,SCH032,10,Female,2024-09-01,Active
STU010197,SCH020,0,Male,2024-09-01,Active
STU010198,SCH037,3,Female,2024-09-01,Active
STU010199,SCH018,3,Female,2024-09-01,Active
STU010200,SCH047,0,Male,2024-09-01,Active
