attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202409000001,STU000001,SCH015,2024-09-01,15,14,Other
ATT202409000002,STU000002,SCH021,2024-09-01,18,15,Family
ATT202409000003,STU000003,SCH002,2024-09-01,15,12,Other
ATT202409000004,STU000004,SCH040,2024-09-01,15,14,Medical
ATT202409000005,STU000005,SCH043,2024-09-01,17,14,Illness
ATT202409000006,STU000006,SCH047,2024-09-01,16,14,Medical
ATT202409000007,STU000007,SCH031,2024-09-01,15,14,Medical
ATT202409000008,STU000008,SCH042,2024-09-01,15,14,Illness
ATT202409000009,STU000009,SCH001,2024-09-01,18,15,Unauthorised
ATT202409000010,STU000010,SCH043,2024-09-01,14,12,Family
ATT202409000011,STU000011,SCH038,2024-09-01,16,14,Illness
ATT202409000012,STU000012,SCH020,2024-09-01,16,15,Unauthorised
ATT202409000013,STU000013,SCH045,2024-09-01,14,13,Illness
ATT202409000014,STU000014,SCH029,2024-09-01,17,16,Family
ATT202409000015,STU000015,SCH006,2024-09-01,16,16,
ATT202409000016,STU000016,SCH005,2024-09-01,18,17,Medical
ATT202409000017,STU000017,SCH034,2024-09-01,17,14,Medical
ATT202409000018,STU000018,SCH025,2024-09-01,14,13,Illness
ATT202409000019,STU000019,SCH005,2024-09-01,17,16,Medical
ATT202409000020,STU000020,SCH027,2024-09-01,15,13,Illness
ATT202409000021,STU000021,SCH002,2024-09-01,18,14,Medical
ATT202409000022,STU000022,SCH041,2024-09-01,18,17,Unauthorised
ATT202409000023,STU000023,SCH027,2024-09-01,17,15,Family
ATT202409000024,STU000024,SCH032,2024-09-01,16,15,Other
ATT202409000025,STU000025,SCH020,2024-09-01,15,13,Medical
ATT202409000026,STU000026,SCH036,2024-09-01,18,17,Other
ATT202409000027,STU000027,SCH023,2024-09-01,18,17,Other
ATT202409000028,STU000028,SCH005,2024-09-01,15,15,
ATT202409000029,STU000029,SCH024,2024-09-01,17,15,Illness
ATT202409000030,STU000030,SCH028,2024-09-01,15,14,Family
ATT202409000031,STU000031,SCH021,2024-09-01,14,13,Family
ATT202409000032,STU000032,SCH014,2024-09-01,15,14,Unauthorised
ATT202409000033,STU000033,SCH040,2024-09-01,14,14,
ATT202409000034,STU000034,SCH009,2024-09-01,18,16,Unauthorised
ATT202409000035,STU000035,SCH011,2024-09-01,16,15,Medical
ATT202409000036,STU000036,SCH029,2024-09-01,14,12,Medical
ATT202409000037,STU000037,SCH036,2024-09-01,18,16,Medical
ATT202409000038,STU000038,SCH008,2024-09-01,17,16,Medical
ATT202409000039,STU000039,SCH014,2024-09-01,14,12,Other
ATT202409000040,STU000040,SCH008,2024-09-01,16,15,Medical
ATT202409000041,STU000041,SCH013,2024-09-01,16,16,
ATT202409000042,STU000042,SCH049,2024-09-01,15,12,Other
ATT202409000043,STU000043,SCH038,2024-09-01,14,13,Other
ATT202409000045,STU000045,SCH009,2024-09-01,17,14,Medical
ATT202409000046,STU000046,SCH045,2024-09-01,15,13,Unauthorised
ATT202409000047,STU000047,SCH029,2024-09-01,14,13,Unauthorised
