student_id,school_id,year_level,gender,enrolment_date,status
STU009109,SCH010,1,Male,2023-09-26,Active
STU004415,SCH018,3,Female,2022-09-23,Active
STU007592,SCH035,10,Female,2022-05-25,Active
STU001613,SCH018,6,Female,2023-10-11,Active
STU001761,SCH031,6,Female,2019-01-20,Active
STU007787,SCH037,3,Male,2019-12-21,Active
STU002835,SCH038,6,Male,2023-02-20,Active
STU006937,SCH004,2,Male,2019-10-08,Active
STU001151,SCH003,5,Female,2019-01-14,Active
STU000394,SCH043,10,Male,2020-04-18,Active
STU009107,SCH046,3,Female,2020-10-23,Active
STU000468,SCH029,10,Female,2021-12-13,Active
STU004575,SCH023,10,Female,2020-02-06,Active
STU002432,SCH036,6,Male,2023-09-13,Active
STU006017,SCH046,11,Male,2018-04-28,Active
STU008700,SCH034,11,Male,2021-07-21,Active
STU005592,SCH008,4,Male,2018-11-26,Active
STU007987,SCH029,7,Male,2018-08-17,Active
STU007287,SCH007,6,Male,2023-03-18,Left
STU007534,SCH007,6,Male,2020-10-01,Left
STU000764,SCH010,11,Female,2020-04-14,Left
STU003968,SCH041,2,Male,2021-04-23,Left
STU007712,SCH044,8,Female,2022-12-31,Left
STU010801,SCH033,5,Male,2025-05-01,Left
STU004372,SCH003,5,Male,2022-07-09,Left
STU005961,SCH046,9,Male,2022-09-08,Left
STU004821,SCH012,8,Male,2021-05-25,Left
STU001951,SCH006,1,Female,2018-11-23,Left
STU010901,SCH027,7,Male,2025-09-01,Active
STU010902,SCH021,0,Male,2025-09-01,Active
STU010903,SCH001,12,Male,2025-09-01,Active
STU010904,SCH013,2,Female,2025-09-01,Active
STU010905,SCH011,5,Female,2025-09-01,Active
STU010906,SCH013,0,Female,2025-09-01,Active
STU010907,SCH044,7,Male,2025-09-01,Active
STU010908,SCH037,1,Female,2025-09-01,Active
STU010909,SCH013,0,Female,2025-09-01,Active
STU010910,SCH007,0,Female,2025-09-01,Active
STU010911,SCH031,7,Male,2025-09-01,Active
STU010912,SCH005,4,Female,2025-09-01,Active
STU010913,SCH023,7,Male,2025-09-01,Active
STU010914,SCH035,7,Male,2025-09-01,Active
STU010915,SCH036,5,Female,2025-09-01,Active
STU010916,SCH031,8,Male,2025-09-01,Active
STU010917,SCH026,3,Female,2025-09-01,Active
STU010918,SCH021,3,Male,2025-09-01,Active
STU010919,SCH008,0,Male,2025-09-01,Active
STU010920,SCH022,12,Female,2025-09-01,Active
STU010921,SCH039,0,Female,2025-09-01,Active
STU010922,SCH032,8,Female,2025-09-01,Active
STU010923,SCH028,0,Female,2025-09-01,Active
STU010924,SCH021,0,Male,2025-09-01,Active
STU010925,SCH005,0,Male,2025-09-01,Active
