attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202402000001,STU000001,SCH015,2024-02-01,22,19,Illness
ATT202402000002,STU000002,SCH021,2024-02-01,19,17,Family
ATT202402000003,STU000003,SCH002,2024-02-01,20,17,Other
ATT202402000004,STU000004,SCH040,2024-02-01,19,18,Medical
ATT202402000005,STU000005,SCH043,2024-02-01,18,15,Medical
ATT202402000006,STU000006,SCH047,2024-02-01,19,17,Medical
ATT202402000007,STU000007,SCH031,2024-02-01,19,19,
ATT202402000008,STU000008,SCH042,2024-02-01,22,19,Other
ATT202402000009,STU000009,SCH001,2024-02-01,19,18,Illness
ATT202402000010,STU000010,SCH043,2024-02-01,21,19,Other
ATT202402000011,STU000011,SCH038,2024-02-01,19,17,Medical
ATT202402000012,STU000012,SCH020,2024-02-01,20,17,Family
ATT202402000013,STU000013,SCH045,2024-02-01,20,19,Illness
ATT202402000014,STU000014,SCH029,2024-02-01,21,19,Unauthorised
ATT202402000015,STU000015,SCH006,2024-02-01,20,20,
ATT202402000016,STU000016,SCH005,2024-02-01,22,21,Other
ATT202402000017,STU000017,SCH034,2024-02-01,20,18,Family
ATT202402000018,STU000018,SCH025,2024-02-01,20,20,
ATT202402000019,STU000019,SCH005,2024-02-01,19,18,Other
ATT202402000020,STU000020,SCH027,2024-02-01,21,19,Medical
ATT202402000021,STU000021,SCH002,2024-02-01,19,16,Unauthorised
ATT202402000022,STU000022,SCH041,2024-02-01,22,20,Medical
ATT202402000023,STU000023,SCH027,2024-02-01,21,19,Unauthorised
ATT202402000024,STU000024,SCH032,2024-02-01,18,17,Family
ATT202402000025,STU000025,SCH020,2024-02-01,22,21,Illness
ATT202402000026,STU000026,SCH036,2024-02-01,22,20,Family
ATT202402000027,STU000027,SCH023,2024-02-01,18,17,Unauthorised
ATT202402000028,STU000028,SCH005,2024-02-01,18,17,Medical
ATT202402000029,STU000029,SCH024,2024-02-01,22,20,Illness
ATT202402000030,STU000030,SCH028,2024-02-01,19,18,Medical
ATT202402000031,STU000031,SCH021,2024-02-01,22,21,Medical
ATT202402000032,STU000032,SCH014,2024-02-01,20,19,Other
ATT202402000033,STU000033,SCH040,2024-02-01,18,18,
ATT202402000034,STU000034,SCH009,2024-02-01,21,17,Family
