student_id,school_id,year_level,gender,enrolment_date,status
STU000333,SCH037,6,Male,2023-05-20,Active
STU006915,SCH037,3,Female,2022-06-29,Active
STU009722,SCH009,8,Male,2021-05-04,Active
STU006639,SCH031,7,Female,2019-12-08,Active
STU005325,SCH029,10,Male,2022-10-30,Active
STU005813,SCH050,10,Male,2018-10-03,Active
STU003427,SCH047,3,Male,2021-12-31,Active
STU004309,SCH042,12,Female,2022-08-19,Active
STU001496,SCH038,5,Female,2018-12-29,Active
STU000954,SCH046,4,Female,2023-09-04,Active
STU007017,SCH012,10,Male,2021-08-17,Active
STU009003,SCH002,12,Female,2023-03-07,Active
STU008567,SCH046,11,Female,2023-04-18,Active
STU008047,SCH020,0,Female,2019-12-03,Active
STU001074,SCH041,3,Male,2023-08-12,Active
STU002243,SCH031,12,Female,2022-11-03,Active
STU003335,SCH028,4,Female,2023-02-02,Active
STU005183,SCH026,0,Female,2018-09-17,Active
STU000828,SCH010,2,Male,2018-06-10,Left
STU009232,SCH006,2,Male,2021-06-12,Left
STU006676,SCH044,8,Male,2019-11-16,Left
STU001383,SCH015,6,Male,2019-08-06,Left
STU007182,SCH022,11,Female,2019-08-12,Left
STU001430,SCH001,11,Male,2020-01-21,Left
STU003522,SCH033,4,Male,2020-04-06,Left
STU002169,SCH016,2,Male,2022-10-04,Left
STU004002,SCH025,0,Female,2021-01-26,Left
STU006297,SCH004,5,Female,2022-10-28,Left
STU010001,SCH041,0,Male,2024-02-01,Active
STU010002,SCH024,12,Male,2024-02-01,Active
STU010003,SCH048,1,Female,2024-02-01,Active
STU010004,SCH048,3,Female,2024-02-01,Active
STU010005,SCH014,0,Female,2024-02-01,Active
STU010006,SCH026,0,Male,2024-02-01,Active
STU010007,SCH030,0,Male,2024-02-01,Active
STU010008,SCH005,0,Male,2024-02-01,Active
STU010009,SCH042,12,Female,2024-02-01,Active
STU010010,SCH016,0,Male,2024-02-01,Active
STU010011,SCH011,1,Male,2024-02-01,Active
STU010012,SCH025,0,Male,2024-02-01,Active
STU010013,SCH040,2,Male,2024-02-01,Active
STU010014,SCH037,6,Male,2024-02-01,Active
STU010015,SCH046,9,Female,2024-02-01,Active
STU010016,SCH046,2,Male,2024-02-01,Active
STU010017,SCH015,0,Female,2024-02-01,Active
STU010018,SCH032,9,Female,2024-02-01,Active
STU010019,SCH015,0,Female,2024-02-01,Active
STU010020,SCH016,4,Male,2024-02-01,Active
STU010021,SCH037,0,Female,2024-02-01,Active
STU010022,SCH009,10,Male,2024-02-01,Active
STU010023,SCH032,10,Female,2024-02-01,Active
STU010024,SCH031,11,Female,2024-02-01,Active
STU010025,SCH009,10,Non-specified,2024-02-01,Active
