student_id,school_id,year_level,gender,enrolment_date,status
STU006807,SCH006,2,Female,2021-06-12,Active
STU004574,SCH028,6,Male,2022-06-28,Active
STU000437,SCH028,0,Male,2018-06-07,Active
STU009552,SCH021,7,Female,2019-03-02,Active
STU007788,SCH008,6,Female,2022-05-09,Active
STU001597,SCH031,6,Female,2021-09-08,Active
STU002271,SCH018,1,Female,2019-05-08,Active
STU001452,SCH021,9,Male,2020-03-30,Active
STU000129,SCH028,6,Non-specified,2018-10-25,Active
STU003560,SCH042,11,Male,2020-04-08,Active
STU000854,SCH033,6,Male,2020-11-20,Active
STU007081,SCH043,9,Male,2021-06-14,Active
STU007617,SCH027,7,Female,2018-05-19,Active
STU006135,SCH027,8,Female,2019-04-02,Active
STU004396,SCH031,8,Male,2022-09-16,Active
STU003056,SCH031,11,Female,2021-12-08,Active
STU009705,SCH046,7,Male,2020-04-01,Active
STU002167,SCH018,2,Male,2022-03-12,Active
STU009865,SCH017,11,Male,2019-06-18,Left
STU000697,SCH049,12,Female,2018-12-14,Left
STU000423,SCH015,5,Male,2021-09-10,Left
STU001200,SCH036,5,Female,2022-06-19,Left
STU001243,SCH007,1,Male,2021-04-26,Left
STU009647,SCH047,3,Female,2020-06-19,Left
STU009171,SCH039,6,Male,2019-01-06,Left
STU006403,SCH039,6,Female,2021-03-28,Left
STU000664,SCH018,6,Female,2021-03-28,Left
STU009309,SCH043,8,Male,2021-04-13,Left
STU010076,SCH004,5,Male,2024-05-01,Active
STU010077,SCH007,0,Female,2024-05-01,Active
STU010078,SCH050,8,Male,2024-05-01,Active
STU010079,SCH032,7,Female,2024-05-01,Active
STU010080,SCH048,0,Female,2024-05-01,Active
STU010081,SCH030,0,Male,2024-05-01,Active
STU010082,SCH043,9,Female,2024-05-01,Active
STU010083,SCH048,2,Female,2024-05-01,Active
STU010084,SCH022,12,Female,2024-05-01,Active
STU010085,SCH004,0,Male,2024-05-01,Active
STU010086,SCH037,1,Female,2024-05-01,Active
STU010087,SCH037,6,Female,2024-05-01,Active
STU010088,SCH016,3,Male,2024-05-01,Active
STU010089,SCH026,4,Female,2024-05-01,Active
STU010090,SCH046,12,Male,2024-05-01,Active
STU010091,SCH031,11,Male,2024-05-01,Active
STU010092,SCH025,0,Female,2024-05-01,Active
STU010093,SCH043,10,Female,2024-05-01,Active
STU010094,SCH007,0,Non-specified,2024-05-01,Active
STU010095,SCH028,0,Male,2024-05-01,Active
STU010096,SCH029,7,Male,2024-05-01,Active
STU010097,SCH046,5,Male,2024-05-01,Active
STU010098,SCH050,8,Male,2024-05-01,Active
STU010099,SCH020,0,Female,2024-05-01,Active
STU010100,SCH019,0,Male,2024-05-01,Active
