student_id,school_id,year_level,gender,enrolment_date,status
STU008292,SCH021,11,Female,2020-06-01,Active
STU007623,SCH031,2,Male,2018-06-29,Active
STU008552,SCH012,7,Male,2020-11-26,Active
STU002766,SCH009,8,Female,2022-11-11,Active
STU000299,SCH011,5,Female,2023-10-02,Active
STU004407,SCH011,2,Female,2019-09-19,Active
STU000020,SCH031,9,Female,2023-10-14,Active
STU003468,SCH015,1,Male,2021-09-13,Active
STU006371,SCH023,8,Male,2022-03-17,Active
STU009616,SCH016,4,Male,2021-05-06,Active
STU005417,SCH044,7,Male,2018-09-20,Active
STU006013,SCH022,12,Female,2018-05-20,Active
STU005804,SCH021,9,Female,2018-11-30,Active
STU003275,SCH023,9,Non-specified,2018-12-04,Active
STU004230,SCH015,1,Female,2021-11-05,Active
STU004957,SCH010,12,Male,2020-02-27,Active
STU004548,SCH024,12,Male,2021-01-04,Active
STU010168,SCH014,1,Male,2024-08-01,Active
STU008936,SCH049,12,Male,2023-10-22,Left
STU003278,SCH003,1,Female,2021-12-14,Left
STU002170,SCH007,5,Male,2021-07-18,Left
STU001438,SCH016,2,Female,2020-08-28,Left
STU000886,SCH008,1,Female,2020-02-10,Left
STU004997,SCH029,8,Female,2023-06-30,Left
STU006459,SCH017,12,Male,2018-07-08,Left
STU004292,SCH018,3,Female,2021-10-11,Left
STU000643,SCH026,3,Male,2018-11-14,Left
STU003679,SCH021,10,Male,2021-06-25,Left
STU010876,SCH004,3,Male,2025-08-01,Active
STU010877,SCH021,12,Female,2025-08-01,Active
STU010878,SCH011,5,Female,2025-08-01,Active
STU010879,SCH044,9,Male,2025-08-01,Active
STU010880,SCH026,4,Male,2025-08-01,Active
STU010881,SCH007,0,Male,2025-08-01,Active
STU010882,SCH037,1,Female,2025-08-01,Active
STU010883,SCH007,0,Female,2025-08-01,Active
STU010884,SCH027,10,Male,2025-08-01,Active
STU010885,SCH035,9,Female,2025-08-01,Active
STU010886,SCH010,8,Male,2025-08-01,Active
STU010887,SCH045,7,Female,2025-08-01,Active
STU010888,SCH018,0,Female,2025-08-01,Active
STU010889,SCH034,12,Female,2025-08-01,Active
STU010890,SCH047,0,Male,2025-08-01,Active
STU010891,SCH019,0,Male,2025-08-01,Active
STU010892,SCH038,0,Female,2025-08-01,Active
STU010893,SCH031,12,Female,2025-08-01,Active
STU010894,SCH046,11,Non-specified,2025-08-01,Active
STU010895,SCH012,8,Male,2025-08-01,Active
STU010896,SCH031,0,Male,2025-08-01,Active
STU010897,SCH012,7,Male,2025-08-01,Active
STU010898,SCH038,4,Male,2025-08-01,Active
STU010899,SCH009,8,Female,2025-08-01,Active
STU010900,SCH003,4,Male,2025-08-01,Active
