attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT202508000001,STU000001,SCH010,2025-08-01,20,17,Medical
ATT202508000002,STU000002,SCH021,2025-08-01,20,17,Family
ATT202508000003,STU000003,SCH002,2025-08-01,22,18,Medical
ATT202508000004,STU000004,SCH040,2025-08-01,22,19,Illness
ATT202508000005,STU000005,SCH043,2025-08-01,19,16,Family
ATT202508000006,STU000006,SCH047,2025-08-01,18,16,Medical
ATT202508000007,STU000007,SCH031,2025-08-01,20,18,Illness
ATT202508000009,STU000009,SCH001,2025-08-01,22,20,Other
ATT202508000010,STU000010,SCH043,2025-08-01,20,17,Other
ATT202508000011,STU000011,SCH023,2025-08-01,22,17,Unauthorised
ATT202508000012,STU000012,SCH020,2025-08-01,21,17,Illness
ATT202508000013,STU000013,SCH045,2025-08-01,21,18,Other
ATT202508000014,STU000014,SCH029,2025-08-01,22,18,Other
ATT202508000015,STU000015,SCH006,2025-08-01,22,20,Family
ATT202508000016,STU000016,SCH005,2025-08-01,21,19,Unauthorised
ATT202508000017,STU000017,SCH021,2025-08-01,18,12,Medical
ATT202508000018,STU000018,SCH008,2025-08-01,19,17,Other
ATT202508000019,STU000019,SCH005,2025-08-01,19,17,Other
ATT202508000020,STU000020,SCH031,2025-08-01,21,18,Medical
ATT202508000022,STU000022,SCH041,2025-08-01,20,17,Illness
ATT202508000023,STU000023,SCH027,2025-08-01,20,17,Unauthorised
ATT202508000024,STU000024,SCH032,2025-08-01,20,17,Medical
ATT202508000025,STU000025,SCH020,2025-08-01,20,16,Unauthorised
ATT202508000026,STU000026,SCH036,2025-08-01,21,18,Medical
ATT202508000027,STU000027,SCH023,2025-08-01,18,16,Unauthorised
ATT202508000028,STU000028,SCH005,2025-08-01,19,17,Unauthorised
ATT202508000030,STU000030,SCH028,2025-08-01,22,18,Medical
ATT202508000031,STU000031,SCH021,2025-08-01,21,18,Unauthorised
ATT202508000032,STU000032,SCH014,2025-08-01,20,15,Other
ATT202508000033,STU000033,SCH040,2025-08-01,22,20,Medical
ATT202508000034,STU000034,SCH009,2025-08-01,21,18,Unauthorised
ATT202508000035,STU000035,SCH014,2025-08-01,18,16,Illness
ATT202508000036,STU000036,SCH029,2025-08-01,18,15,Other
ATT202508000037,STU000037,SCH036,2025-08-01,22,18,Unauthorised
ATT202508000038,STU000038,SCH008,2025-08-01,19,16,Other
ATT202508000039,STU000039,SCH014,2025-08-01,20,16,Family
ATT202508000040,STU000040,SCH008,2025-08-01,22,19,Other
ATT202508000041,STU000041,SCH013,2025-08-01,21,19,Family
ATT202508000043,STU000043,SCH038,2025-08-01,22,19,Illness
ATT202508000045,STU000045,SCH009,2025-08-01,18,15,Other
ATT202508000046,STU000046,SCH045,2025-08-01,21,17,Unauthorised
ATT202508000047,STU000047,SCH029,2025-08-01,22,18,Illness
ATT202508000049,STU000049,SCH037,2025-08-01,18,15,Illness
ATT202508000050,STU000050,SCH027,2025-08-01,18,16,Medical
ATT202508000051,STU000051,SCH017,2025-08-01,22,18,Family
ATT202508000052,STU000052,SCH005,2025-08-01,18,15,Family
ATT202508000053,STU000053,SCH043,2025-08-01,20,16,Family
ATT202508000054,STU000054,SCH045,2025-08-01,19,16,Family
ATT202508000055,STU000055,SCH030,2025-08-01,19,16,Other
ATT202508000056,STU000056,SCH048,2025-08-01,19,17,Other
ATT202508000057,STU000057,SCH021,2025-08-01,21,17,Family
ATT202508000058,STU000058,SCH002,2025-08-01,18,14,Unauthorised
ATT202508000059,STU000059,SCH034,2025-08-01,18,15,Other
ATT202508000060,STU000060,SCH012,2025-08-01,22,20,Illness
ATT202508000061,STU000061,SCH009,2025-08-01,20,17,Unauthorised
ATT202508000062,STU000062,SCH018,2025-08-01,21,18,Other
ATT202508000064,STU000064,SCH029,2025-08-01,19,16,Illness
ATT202508000065,STU000065,SCH027,2025-08-01,19,17,Family
ATT202508000066,STU000066,SCH010,2025-08-01,18,16,Family
ATT202508000068,STU000068,SCH010,2025-08-01,19,17,Family
ATT202508000070,STU000070,SCH047,2025-08-01,19,16,Medical
ATT202508000071,STU000071,SCH005,2025-08-01,21,18,Family
ATT202508000072,STU000072,SCH001,2025-08-01,21,17,Family
ATT202508000074,STU000074,SCH004,2025-08-01,21,18,Unauthorised
ATT202508000075,STU000075,SCH025,2025-08-01,19,15,Family
ATT202508000076,STU000076,SCH045,2025-08-01,19,16,Illness
ATT202508000077,STU000077,SCH045,2025-08-01,20,16,Medical
ATT202508000079,STU000079,SCH004,2025-08-01,18,15,Unauthorised
ATT202508000080,STU000080,SCH019,2025-08-01,20,18,Illness
ATT202508000081,STU000081,SCH021,2025-08-01,18,14,Unauthorised
ATT202508000082,STU000082,SCH016,2025-08-01,22,20,Illness
ATT202508000083,STU000083,SCH038,2025-08-01,19,16,Unauthorised
ATT202508000084,STU000084,SCH003,2025-08-01,22,18,Illness
ATT202508000085,STU000085,SCH013,2025-08-01,18,15,Medical
ATT202508000086,STU000086,SCH035,2025-08-01,20,15,Other
ATT202508000087,STU000087,SCH041,2025-08-01,21,16,Illness
ATT202508000088,STU000088,SCH049,2025-08-01,19,16,Medical
ATT202508000089,STU000089,SCH043,2025-08-01,22,18,Medical
ATT202508000090,STU000090,SCH008,2025-08-01,21,18,Medical
ATT202508000091,STU000091,SCH042,2025-08-01,21,16,Medical
ATT202508000092,STU000092,SCH008,2025-08-01,20,17,Other
ATT202508000093,STU000093,SCH048,2025-08-01,18,15,Other
ATT202508000094,STU000094,SCH006,2025-08-01,19,15,Medical
ATT202508000095,STU000095,SCH012,2025-08-01,18,14,Family
ATT202508000096,STU000096,SCH017,2025-08-01,20,17,Other
ATT202508000097,STU000097,SCH022,2025-08-01,21,15,Medical
ATT202508000098,STU000098,SCH046,2025-08-01,22,19,Medical
ATT202508000102,STU000102,SCH037,2025-08-01,20,17,Unauthorised
ATT202508000103,STU000103,SCH006,2025-08-01,18,15,Other
ATT202508000104,STU000104,SCH019,2025-08-01,20,17,Illness
ATT202508000106,STU000106,SCH046,2025-08-01,19,17,Unauthorised
ATT202508000107,STU000107,SCH016,2025-08-01,18,15,Illness
